"Site number","Year","Annual mean counts","Species Richness","Site name","Latitude","Longitude","Date type","Reaches","Current usgs gauge","Nearest USGS gauge"
18,2011,292,44,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
18,2012,233,38,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
18,2013,154,45,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
18,2014,186,31,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
18,2016,546,51,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
18,2017,437,49,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
19,2004,137,23,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
19,2005,292,26,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
19,2006,887,28,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
19,2007,487,32,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
19,2008,258,30,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
19,2009,301,30,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
19,2010,154,29,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
19,2011,232,34,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
19,2012,171,34,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
19,2013,262,42,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
19,2016,613,46,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
19,2017,394,28,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
19,2018,283,49,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
19,2019,325,49,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
19,2020,448,56,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
19,2021,249,52,"Reynolds Forest",34.6576114622675,-106.739436295579,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
20,2005,606,27,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
20,2006,258,34,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
20,2007,199,37,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
20,2008,138,28,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
20,2009,186,37,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
20,2010,210,40,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
20,2011,302,46,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
20,2012,301,48,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
20,2013,2417,48,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
20,2016,348,47,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
20,2017,408,69,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
20,2018,649,58,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
20,2019,1012,59,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
20,2020,456,51,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
20,2021,265,49,"Route 66",35.1006512603,-106.691932797,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
21,2007,406,46,"Badger",35.1955715759,-106.641632737,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
21,2008,224,40,"Badger",35.1955715759,-106.641632737,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
21,2009,340,41,"Badger",35.1955715759,-106.641632737,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
21,2010,192,45,"Badger",35.1955715759,-106.641632737,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
21,2011,195,42,"Badger",35.1955715759,-106.641632737,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
21,2012,362,49,"Badger",35.1955715759,-106.641632737,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
21,2013,224,44,"Badger",35.1955715759,-106.641632737,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
21,2014,179,46,"Badger",35.1955715759,-106.641632737,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
21,2015,348,45,"Badger",35.1955715759,-106.641632737,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
21,2016,353,50,"Badger",35.1955715759,-106.641632737,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
21,2017,146,27,"Badger",35.1955715759,-106.641632737,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
21,2018,210,51,"Badger",35.1955715759,-106.641632737,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
21,2019,317,66,"Badger",35.1955715759,-106.641632737,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
21,2020,323,51,"Badger",35.1955715759,-106.641632737,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
21,2021,529,46,"Badger",35.1955715759,-106.641632737,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
22,2007,298,35,"Bobcat",35.2010747789,-106.641162297,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
22,2008,463,34,"Bobcat",35.2010747789,-106.641162297,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
22,2009,188,35,"Bobcat",35.2010747789,-106.641162297,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
22,2010,268,44,"Bobcat",35.2010747789,-106.641162297,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
22,2011,351,43,"Bobcat",35.2010747789,-106.641162297,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
22,2012,219,47,"Bobcat",35.2010747789,-106.641162297,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
22,2013,356,44,"Bobcat",35.2010747789,-106.641162297,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
22,2014,198,40,"Bobcat",35.2010747789,-106.641162297,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
22,2015,552,51,"Bobcat",35.2010747789,-106.641162297,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
22,2016,524,47,"Bobcat",35.2010747789,-106.641162297,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
22,2019,203,20,"Bobcat",35.2010747789,-106.641162297,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
23,2007,127,29,"BioPark",35.0799846256,-106.669723455,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
23,2008,826,33,"BioPark",35.0799846256,-106.669723455,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
23,2009,179,41,"BioPark",35.0799846256,-106.669723455,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
23,2010,404,42,"BioPark",35.0799846256,-106.669723455,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
23,2011,382,49,"BioPark",35.0799846256,-106.669723455,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
23,2012,297,52,"BioPark",35.0799846256,-106.669723455,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
23,2013,337,45,"BioPark",35.0799846256,-106.669723455,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
23,2014,92,35,"BioPark",35.0799846256,-106.669723455,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
23,2015,91,26,"BioPark",35.0799846256,-106.669723455,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
23,2016,705,62,"BioPark",35.0799846256,-106.669723455,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
23,2017,364,50,"BioPark",35.0799846256,-106.669723455,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
23,2019,98,19,"BioPark",35.0799846256,-106.669723455,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
24,2009,0,1,"Santo Domingo",35.50989,-106.3896,"Est from map","Cochiti Reach",NA,NA
24,2012,236,41,"Santo Domingo",35.50989,-106.3896,"Est from map","Cochiti Reach",NA,NA
24,2013,123,42,"Santo Domingo",35.50989,-106.3896,"Est from map","Cochiti Reach",NA,NA
24,2016,243,54,"Santo Domingo",35.50989,-106.3896,"Est from map","Cochiti Reach",NA,NA
24,2017,264,51,"Santo Domingo",35.50989,-106.3896,"Est from map","Cochiti Reach",NA,NA
24,2019,323,44,"Santo Domingo",35.50989,-106.3896,"Est from map","Cochiti Reach",NA,NA
25,2008,209,23,"Crawford",34.637561057629,-106.74347269011,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
25,2009,244,36,"Crawford",34.637561057629,-106.74347269011,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
25,2010,284,42,"Crawford",34.637561057629,-106.74347269011,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
25,2011,303,35,"Crawford",34.637561057629,-106.74347269011,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
25,2012,330,42,"Crawford",34.637561057629,-106.74347269011,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
25,2013,142,39,"Crawford",34.637561057629,-106.74347269011,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
25,2014,380,51,"Crawford",34.637561057629,-106.74347269011,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
25,2015,215,40,"Crawford",34.637561057629,-106.74347269011,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
25,2016,720,46,"Crawford",34.637561057629,-106.74347269011,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
25,2017,1070,33,"Crawford",34.637561057629,-106.74347269011,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
25,2018,345,51,"Crawford",34.637561057629,-106.74347269011,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
25,2019,282,55,"Crawford",34.637561057629,-106.74347269011,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
25,2020,335,50,"Crawford",34.637561057629,-106.74347269011,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
25,2021,201,46,"Crawford",34.637561057629,-106.74347269011,"Center well ground EMLID","Isleta Reach",8331510,"1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005"
26,2011,108,24,"Mesilla",32.248328,-106.821014,"Est from map","South of San Marcial Reach",NA,"1) no current gauge 2) Leasburg Dam at Fort Selden 08363510 for 2011 only"
26,2012,273,26,"Mesilla",32.248328,-106.821014,"Est from map","South of San Marcial Reach",NA,"1) no current gauge 2) Leasburg Dam at Fort Selden 08363510 for 2011 only"
26,2013,68,16,"Mesilla",32.248328,-106.821014,"Est from map","South of San Marcial Reach",NA,"1) no current gauge 2) Leasburg Dam at Fort Selden 08363510 for 2011 only"
26,2014,355,34,"Mesilla",32.248328,-106.821014,"Est from map","South of San Marcial Reach",NA,"1) no current gauge 2) Leasburg Dam at Fort Selden 08363510 for 2011 only"
26,2016,205,43,"Mesilla",32.248328,-106.821014,"Est from map","South of San Marcial Reach",NA,"1) no current gauge 2) Leasburg Dam at Fort Selden 08363510 for 2011 only"
26,2017,887,65,"Mesilla",32.248328,-106.821014,"Est from map","South of San Marcial Reach",NA,"1) no current gauge 2) Leasburg Dam at Fort Selden 08363510 for 2011 only"
27,2012,455,48,"Bosque Farm",34.8477697505695,-106.714997116643,"Center well ground EMLID","Isleta Reach",8331160,"Rio Grande Near Bosque Farms 08331160"
27,2013,260,46,"Bosque Farm",34.8477697505695,-106.714997116643,"Center well ground EMLID","Isleta Reach",8331160,"Rio Grande Near Bosque Farms 08331160"
27,2016,565,46,"Bosque Farm",34.8477697505695,-106.714997116643,"Center well ground EMLID","Isleta Reach",8331160,"Rio Grande Near Bosque Farms 08331160"
27,2017,230,43,"Bosque Farm",34.8477697505695,-106.714997116643,"Center well ground EMLID","Isleta Reach",8331160,"Rio Grande Near Bosque Farms 08331160"
27,2018,906,48,"Bosque Farm",34.8477697505695,-106.714997116643,"Center well ground EMLID","Isleta Reach",8331160,"Rio Grande Near Bosque Farms 08331160"
27,2019,387,35,"Bosque Farm",34.8477697505695,-106.714997116643,"Center well ground EMLID","Isleta Reach",8331160,"Rio Grande Near Bosque Farms 08331160"
27,2020,399,39,"Bosque Farm",34.8477697505695,-106.714997116643,"Center well ground EMLID","Isleta Reach",8331160,"Rio Grande Near Bosque Farms 08331160"
27,2021,392,48,"Bosque Farm",34.8477697505695,-106.714997116643,"Center well ground EMLID","Isleta Reach",8331160,"Rio Grande Near Bosque Farms 08331160"
28,2014,189,49,"Valle de Oro",34.9797688406,-106.680112434,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
28,2015,563,68,"Valle de Oro",34.9797688406,-106.680112434,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
28,2016,270,45,"Valle de Oro",34.9797688406,-106.680112434,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
28,2017,209,28,"Valle de Oro",34.9797688406,-106.680112434,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
28,2018,2062,55,"Valle de Oro",34.9797688406,-106.680112434,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
28,2019,228,37,"Valle de Oro",34.9797688406,-106.680112434,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
29,2014,219,33,"Albuquerque Overbank Project",35.0452081969,-106.665732215,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
29,2016,511,54,"Albuquerque Overbank Project",35.0452081969,-106.665732215,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
29,2017,146,45,"Albuquerque Overbank Project",35.0452081969,-106.665732215,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
29,2018,341,55,"Albuquerque Overbank Project",35.0452081969,-106.665732215,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
29,2019,222,48,"Albuquerque Overbank Project",35.0452081969,-106.665732215,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
29,2020,305,62,"Albuquerque Overbank Project",35.0452081969,-106.665732215,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
29,2021,343,43,"Albuquerque Overbank Project",35.0452081969,-106.665732215,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
30,2014,411,54,"State Land Office",34.9679188689,-106.685667747,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
30,2015,897,57,"State Land Office",34.9679188689,-106.685667747,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
30,2016,278,47,"State Land Office",34.9679188689,-106.685667747,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
30,2017,418,55,"State Land Office",34.9679188689,-106.685667747,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
30,2018,369,66,"State Land Office",34.9679188689,-106.685667747,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
30,2019,355,60,"State Land Office",34.9679188689,-106.685667747,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
30,2020,400,74,"State Land Office",34.9679188689,-106.685667747,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
30,2021,274,60,"State Land Office",34.9679188689,-106.685667747,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
31,2016,596,46,"San Jose",35.0124335977,-106.672728518,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
31,2017,175,29,"San Jose",35.0124335977,-106.672728518,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
31,2018,336,58,"San Jose",35.0124335977,-106.672728518,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
31,2019,511,82,"San Jose",35.0124335977,-106.672728518,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
31,2020,408,61,"San Jose",35.0124335977,-106.672728518,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
31,2021,217,48,"San Jose",35.0124335977,-106.672728518,"Center well ground EMLID","Angostura Reach",8330000,"Rio Grande at Albuquerque 08330000"
32,2016,290,52,"Sandia",35.255,-106.5907,"Est from map","Angostura Reach",NA,NA
32,2017,274,38,"Sandia",35.255,-106.5907,"Est from map","Angostura Reach",NA,NA
32,2018,346,50,"Sandia",35.255,-106.5907,"Est from map","Angostura Reach",NA,NA
32,2019,378,47,"Sandia",35.255,-106.5907,"Est from map","Angostura Reach",NA,NA
32,2020,125,23,"Sandia",35.255,-106.5907,"Est from map","Angostura Reach",NA,NA
32,2021,183,57,"Sandia",35.255,-106.5907,"Est from map","Angostura Reach",NA,NA
33,2018,328,53,"Bosque del Apache",33.8196650872,-106.854014975,"Center well ground EMLID","San Acacia Reach",8355490,"RIO GRANDE ABOVE US HWY 380 NR SAN ANTONIO, NM, 8355490"
33,2019,178,30,"Bosque del Apache",33.8196650872,-106.854014975,"Center well ground EMLID","San Acacia Reach",8355490,"RIO GRANDE ABOVE US HWY 380 NR SAN ANTONIO, NM, 8355490"
33,2020,149,53,"Bosque del Apache",33.8196650872,-106.854014975,"Center well ground EMLID","San Acacia Reach",8355490,"RIO GRANDE ABOVE US HWY 380 NR SAN ANTONIO, NM, 8355490"
33,2021,640,52,"Bosque del Apache",33.8196650872,-106.854014975,"Center well ground EMLID","San Acacia Reach",8355490,"RIO GRANDE ABOVE US HWY 380 NR SAN ANTONIO, NM, 8355490"
34,2018,160,32,"River Realignment",33.8227,-106.8419,"Est from map","San Acacia Reach",8355490,"RIO GRANDE ABOVE US HWY 380 NR SAN ANTONIO, NM, 8355490"
