date,site,site_name,site_lat,site_long,month,year,mean_productivity,cw,will,ro,sc,elm,seep,nmol,thcr,indbu,woody,total_weight,natives,exotics
1998-04-21,4,Belen,34.6484315,-106.7377022,4,1998,0,0,0,0,0,0,0,0,NA,0,2.30769230769231,2.30769230769231,0,0
1998-04-24,3,Los Lunas,34.81236936,-106.714458,4,1998,0.0192307692307692,0.00961538461538462,0.00961538461538462,0,0,NA,0,0,NA,0,36.4519230769231,45.3365384615385,0.0192307692307692,0
1998-05-19,1,Alameda,35.1875,-106.6459,5,1998,11.2769230769231,10.9923076923077,0,0,0,0,0,0.284615384615385,NA,0,0.953846153846154,33.9,11.2769230769231,0
1998-05-19,2,Rio Grande Nature Center,35.127,-106.6854,5,1998,6.7,4.1,0,2.6,0,0,0,0,NA,0,2.40769230769231,18.6615384615385,4.1,2.6
1998-05-20,3,Los Lunas,34.81236936,-106.714458,5,1998,1.42735042735043,1.33333333333333,0.0256410256410256,0,0,0.0598290598290598,0,0.00854700854700855,NA,0,3.65811965811966,33.4615384615385,1.36752136752137,0.0598290598290598
1998-05-20,4,Belen,34.6484315,-106.7377022,5,1998,1.62393162393162,0,0,1.62393162393162,0,NA,0,0,NA,0,2.30769230769231,5.21367521367521,0,1.62393162393162
1998-06-16,1,Alameda,35.1875,-106.6459,6,1998,0,0,0,0,0,0,0,0,NA,0,0.307692307692308,0.461538461538462,0,0
1998-06-18,3,Los Lunas,34.81236936,-106.714458,6,1998,9.11538461538461,7.86153846153846,0.0769230769230769,1.16153846153846,0,0.0153846153846154,0,0,NA,0,7.38461538461538,26.7076923076923,7.93846153846154,1.17692307692308
1998-06-18,4,Belen,34.6484315,-106.7377022,6,1998,16.7384615384615,0.1,6.83076923076923,9.80769230769231,0,0,0,0,NA,0,3.05384615384615,24.8538461538462,6.93076923076923,9.80769230769231
1998-06-20,2,Rio Grande Nature Center,35.127,-106.6854,6,1998,13.1538461538462,5.11538461538461,0,6.04615384615385,0,1.99230769230769,0,0,NA,0,1.19230769230769,20.6769230769231,5.11538461538461,8.03846153846154
1998-07-20,3,Los Lunas,34.81236936,-106.714458,7,1998,5.43269230769231,5.25,0.134615384615385,0.0192307692307692,0,NA,0.0192307692307692,0.00961538461538462,NA,0,2.93269230769231,29.4230769230769,5.41346153846154,0.0192307692307692
1998-07-21,1,Alameda,35.1875,-106.6459,7,1998,20.6461538461538,13.8384615384615,0,0,0,1.66923076923077,0,5.13846153846154,NA,0,17.3538461538462,80.8615384615385,18.9769230769231,1.66923076923077
1998-07-21,2,Rio Grande Nature Center,35.127,-106.6854,7,1998,6.57692307692308,6.00961538461539,0,0.567307692307692,0,0,0,0,NA,0,3.91346153846154,21.4615384615385,6.00961538461539,0.567307692307692
1998-07-21,4,Belen,34.6484315,-106.7377022,7,1998,8.54700854700855,0.683760683760684,3.93162393162393,3.93162393162393,0,NA,0,0,NA,0,1.45299145299145,16.9230769230769,4.61538461538461,3.93162393162393
1998-08-18,4,Belen,34.6484315,-106.7377022,8,1998,18.5076923076923,3.8,3.25384615384615,11.4538461538462,0,0,0,0,NA,0,0.207692307692308,21.9923076923077,7.05384615384615,11.4538461538462
1998-08-19,1,Alameda,35.1875,-106.6459,8,1998,3.34065934065934,2.64835164835165,0,0,0.10989010989011,0.549450549450549,0,0.032967032967033,NA,0,3.95604395604396,10,2.68131868131868,0.659340659340659
1998-08-20,2,Rio Grande Nature Center,35.127,-106.6854,8,1998,1.83760683760684,1.64102564102564,0.0256410256410256,0.111111111111111,0.0170940170940171,0,0,0.0427350427350427,NA,0,6.41880341880342,11.4102564102564,1.70940170940171,0.128205128205128
1998-08-22,3,Los Lunas,34.81236936,-106.714458,8,1998,19.2923076923077,18.5692307692308,0.353846153846154,0.369230769230769,0,0,0,0,NA,0,3.43846153846154,23.8692307692308,18.9230769230769,0.369230769230769
1998-09-15,1,Alameda,35.1875,-106.6459,9,1998,10.0769230769231,5.18461538461538,0.192307692307692,0,0,0.0538461538461538,0,4.64615384615385,NA,0,5.66923076923077,16.3923076923077,10.0230769230769,0.0538461538461538
1998-09-15,2,Rio Grande Nature Center,35.127,-106.6854,9,1998,7.62307692307692,6,0,1.61538461538462,0,0,0.00769230769230769,0,NA,0,0.8,10.8461538461538,6.00769230769231,1.61538461538462
1998-09-15,4,Belen,34.6484315,-106.7377022,9,1998,25.7692307692308,7.07692307692308,4.69230769230769,14,0,0,0,0,NA,0,0.846153846153846,28,11.7692307692308,14
1998-09-17,3,Los Lunas,34.81236936,-106.714458,9,1998,23.1769230769231,21.7615384615385,0.7,0.630769230769231,0,0.0230769230769231,0.0230769230769231,0.0384615384615385,NA,0,3.63846153846154,27.6,22.5230769230769,0.653846153846154
1998-10-20,1,Alameda,35.1875,-106.6459,10,1998,39.0230769230769,12.7,0.576923076923077,0,0.00769230769230769,3.07692307692308,0,22.6615384615385,NA,0,26.1923076923077,66.0461538461538,35.9384615384615,3.08461538461538
1998-10-20,2,Rio Grande Nature Center,35.127,-106.6854,10,1998,15.6923076923077,15.6153846153846,0,0.0769230769230769,0,0,0,0,NA,0,2.74615384615385,19.7692307692308,15.6153846153846,0.0769230769230769
1998-10-20,3,Los Lunas,34.81236936,-106.714458,10,1998,51.2846153846154,42.3769230769231,7.35384615384615,0.384615384615385,0,0.161538461538462,0,1.00769230769231,NA,0,142.846153846154,200.384615384615,50.7384615384615,0.546153846153846
1998-10-20,4,Belen,34.6484315,-106.7377022,10,1998,47.1692307692308,10.3076923076923,17.4769230769231,19.3846153846154,0,0,0,0,NA,0,2,49.7076923076923,27.7846153846154,19.3846153846154
1998-11-17,1,Alameda,35.1875,-106.6459,11,1998,60.3923076923077,41.8846153846154,0.838461538461538,0.00769230769230769,0,2.17692307692308,0,15.4846153846154,NA,0,4.41538461538462,72.9076923076923,58.2076923076923,2.18461538461538
1998-11-17,2,Rio Grande Nature Center,35.127,-106.6854,11,1998,74.4615384615385,68.4615384615385,0,6,0,0,0,0,NA,0,137.692307692308,212.923076923077,68.4615384615385,6
1998-11-17,3,Los Lunas,34.81236936,-106.714458,11,1998,67.25,56.9230769230769,8.84615384615384,0.221153846153846,0,1.05769230769231,0,0.201923076923077,NA,0,7.89423076923077,88.6730769230769,65.9711538461538,1.27884615384615
1998-11-17,4,Belen,34.6484315,-106.7377022,11,1998,49.0769230769231,11.8461538461538,21.1538461538462,16.0769230769231,0,0,0,0,NA,0,1,50.4615384615385,33,16.0769230769231
1998-12-15,1,Alameda,35.1875,-106.6459,12,1998,42.1452991452991,35.5128205128205,0.299145299145299,0.239316239316239,0.00854700854700855,4.88888888888889,0,1.1965811965812,NA,0,6.5042735042735,49.957264957265,37.008547008547,5.13675213675214
1998-12-15,2,Rio Grande Nature Center,35.127,-106.6854,12,1998,17.7,16.9230769230769,0,0.769230769230769,0.00769230769230769,0,0,0,NA,0,0.323076923076923,18.6923076923077,16.9230769230769,0.776923076923077
1998-12-15,3,Los Lunas,34.81236936,-106.714458,12,1998,24.8307692307692,20.2692307692308,4.12307692307692,0.430769230769231,0,0.00769230769230769,0,0,NA,0,3.58461538461538,29.7538461538462,24.3923076923077,0.438461538461538
1998-12-15,4,Belen,34.6484315,-106.7377022,12,1998,19.5384615384615,1.4,4.1,14.0384615384615,0,0,0,0,NA,0,0.169230769230769,20.2230769230769,5.5,14.0384615384615
1999-01-19,1,Alameda,35.1875,-106.6459,1,1999,70.0769230769231,64.4871794871795,1.94871794871795,2.69230769230769,0.525641025641026,0.397435897435897,0,0.0256410256410256,NA,0,7.43589743589744,78.2051282051282,66.4615384615385,3.61538461538462
1999-01-19,2,Rio Grande Nature Center,35.127,-106.6854,1,1999,30.2019230769231,28.8461538461538,0,0.00961538461538462,1.34615384615385,NA,0,0,NA,0,1.06730769230769,32.4038461538462,28.8461538461538,1.35576923076923
1999-01-19,3,Los Lunas,34.81236936,-106.714458,1,1999,19.8461538461538,19.3538461538462,0.0615384615384615,0.430769230769231,0,0,0,0,NA,0,1.50769230769231,22.2384615384615,19.4153846153846,0.430769230769231
1999-01-20,4,Belen,34.6484315,-106.7377022,1,1999,4.64615384615385,0.307692307692308,0.192307692307692,4.14615384615385,0,0,0,0,NA,0,0.284615384615385,5.10769230769231,0.5,4.14615384615385
1999-02-16,1,Alameda,35.1875,-106.6459,2,1999,52.1,50.8846153846154,0.00769230769230769,0.0769230769230769,0.0384615384615385,0.461538461538462,0,0.630769230769231,NA,0,8.24615384615385,60.7153846153846,51.5230769230769,0.576923076923077
1999-02-16,2,Rio Grande Nature Center,35.127,-106.6854,2,1999,10.0192307692308,10.0096153846154,0,0,0.00961538461538462,0,0,0,NA,0,2.50961538461538,12.7980769230769,10.0096153846154,0.00961538461538462
1999-02-16,3,Los Lunas,34.81236936,-106.714458,2,1999,5.26923076923077,4.92307692307692,0.330769230769231,0.0153846153846154,0,0,0,0,NA,0,1.79230769230769,7.5,5.25384615384615,0.0153846153846154
1999-02-17,4,Belen,34.6484315,-106.7377022,2,1999,1.10769230769231,0,0.130769230769231,0.969230769230769,0.00769230769230769,0,0,0,NA,0,1.61538461538462,4.16153846153846,0.130769230769231,0.976923076923077
1999-03-16,1,Alameda,35.1875,-106.6459,3,1999,5.84615384615385,5.61538461538461,0,0,0,0.230769230769231,0,0,NA,0,5.53846153846154,12.3846153846154,5.61538461538461,0.230769230769231
1999-03-16,2,Rio Grande Nature Center,35.127,-106.6854,3,1999,3.94615384615385,3.92307692307692,0,0.0230769230769231,0,0,0,0,NA,0,0.715384615384615,5,3.92307692307692,0.0230769230769231
1999-03-16,4,Belen,34.6484315,-106.7377022,3,1999,0.0598290598290598,0,0.0427350427350427,0.0170940170940171,0,NA,0,0,NA,0,0.495726495726496,1.74358974358974,0.0427350427350427,0.0170940170940171
1999-03-19,3,Los Lunas,34.81236936,-106.714458,3,1999,1.90769230769231,1.8,0.0923076923076923,0.00769230769230769,0,0.00769230769230769,0,0,NA,0,0,1.96153846153846,1.89230769230769,0.0153846153846154
1999-04-20,1,Alameda,35.1875,-106.6459,4,1999,12.8021978021978,12.5384615384615,0.010989010989011,0,0.010989010989011,NA,0,0.010989010989011,NA,0,28.6703296703297,44.9450549450549,12.5604395604396,0.241758241758242
1999-04-20,3,Los Lunas,34.81236936,-106.714458,4,1999,1.32307692307692,1.16153846153846,0.161538461538462,0,0,0,0,0,NA,0,118.615384615385,125.384615384615,1.32307692307692,0
1999-04-21,4,Belen,34.6484315,-106.7377022,4,1999,0.246153846153846,0.00769230769230769,0.0769230769230769,0.161538461538462,0,0,0,0,NA,0,3.70769230769231,4.47692307692308,0.0846153846153846,0.161538461538462
1999-04-23,2,Rio Grande Nature Center,35.127,-106.6854,4,1999,4.50769230769231,3.1,0,0.153846153846154,0.0153846153846154,1.23846153846154,0,0,NA,0,10.6461538461538,21.1538461538462,3.1,1.40769230769231
1999-05-18,1,Alameda,35.1875,-106.6459,5,1999,4.97802197802198,3.84615384615385,0.10989010989011,0.131868131868132,0,NA,0,0.89010989010989,NA,0,34.3076923076923,56.7032967032967,4.84615384615385,0.131868131868132
1999-05-18,2,Rio Grande Nature Center,35.127,-106.6854,5,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-05-19,4,Belen,34.6484315,-106.7377022,5,1999,2.53076923076923,0.0230769230769231,0.0153846153846154,2.49230769230769,0,0,0,0,NA,0,7.54615384615385,11.3846153846154,0.0384615384615385,2.49230769230769
1999-05-20,3,Los Lunas,34.81236936,-106.714458,5,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-06-15,2,Rio Grande Nature Center,35.127,-106.6854,6,1999,2.06923076923077,1.94615384615385,0,0.107692307692308,0.0153846153846154,0,0,0,NA,0,104.230769230769,107.384615384615,1.94615384615385,0.123076923076923
1999-06-18,3,Los Lunas,34.81236936,-106.714458,6,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999-07-20,1,Alameda,35.1875,-106.6459,7,1999,5.62307692307692,3.77692307692308,0.0923076923076923,0.0923076923076923,0,1.56153846153846,0,0.1,NA,0,4.08461538461538,24.9230769230769,3.96923076923077,1.65384615384615
1999-07-20,2,Rio Grande Nature Center,35.127,-106.6854,7,1999,2.1965811965812,1.56410256410256,0.0256410256410256,0.606837606837607,0,0,0,0,NA,0,43.3504273504274,50.4273504273504,1.58974358974359,0.606837606837607
1999-07-20,3,Los Lunas,34.81236936,-106.714458,7,1999,7.42307692307692,6.93076923076923,0.261538461538462,0,0,0.230769230769231,0,0,NA,0,4,26.6923076923077,7.19230769230769,0.230769230769231
1999-07-20,4,Belen,34.6484315,-106.7377022,7,1999,6.23076923076923,1.30769230769231,0.307692307692308,4.61538461538461,0,0,0,0,NA,0,0.923076923076923,13.2307692307692,1.61538461538462,4.61538461538461
1999-08-17,2,Rio Grande Nature Center,35.127,-106.6854,8,1999,1.79230769230769,0.630769230769231,0.00769230769230769,1.15384615384615,0,0,0,0,NA,0,3.25384615384615,6.23076923076923,0.638461538461539,1.15384615384615
1999-08-17,3,Los Lunas,34.81236936,-106.714458,8,1999,1.68131868131868,0.989010989010989,0.571428571428572,0.010989010989011,0,NA,0,0,NA,0,0.43956043956044,2.52747252747253,1.56043956043956,0.120879120879121
1999-08-17,4,Belen,34.6484315,-106.7377022,8,1999,18.4769230769231,5.84615384615385,1.78461538461538,10.8461538461538,0,0,0,0,NA,0,0.553846153846154,25.5384615384615,7.63076923076923,10.8461538461538
1999-08-17,5,Santa Ana,35.34284,-106.5458,8,1999,2.02307692307692,1.71538461538462,0,0,0.307692307692308,0,0,0,NA,0,47.5692307692308,53.2307692307692,1.71538461538462,0.307692307692308
1999-08-18,1,Alameda,35.1875,-106.6459,8,1999,4.51538461538462,0.938461538461538,0,0,0,0.161538461538462,0,3.41538461538462,NA,0,34.0230769230769,41.3076923076923,4.35384615384615,0.161538461538462
1999-09-21,1,Alameda,35.1875,-106.6459,9,1999,21.8923076923077,9.00769230769231,0.00769230769230769,0.392307692307692,0,0.0153846153846154,0,12.4692307692308,NA,0,1.62307692307692,33,21.4846153846154,0.407692307692308
1999-09-21,2,Rio Grande Nature Center,35.127,-106.6854,9,1999,14.1,10.7692307692308,0,1.63846153846154,1.69230769230769,0,0,0,NA,0,3.24615384615385,19.1538461538462,10.7692307692308,3.33076923076923
1999-09-21,4,Belen,34.6484315,-106.7377022,9,1999,36.3230769230769,15.4,4.92307692307692,16,0,0,0,0,NA,0,1.46153846153846,41.0076923076923,20.3230769230769,16
1999-09-21,5,Santa Ana,35.34284,-106.5458,9,1999,8.12820512820513,8.12820512820513,0,0,0,0,0,0,NA,0,0.700854700854701,10,8.12820512820513,0
1999-09-22,3,Los Lunas,34.81236936,-106.714458,9,1999,39.9230769230769,37.4615384615385,1.33076923076923,0.169230769230769,0,0.246153846153846,0,0.715384615384615,NA,0,0.846153846153846,41.9230769230769,39.5076923076923,0.415384615384615
1999-10-19,2,Rio Grande Nature Center,35.127,-106.6854,10,1999,77.5769230769231,75.6923076923077,0.238461538461538,1.55384615384615,0.0846153846153846,0.00769230769230769,0,0,NA,0,1.84615384615385,80.9230769230769,75.9307692307692,1.64615384615385
1999-10-19,4,Belen,34.6484315,-106.7377022,10,1999,65.6307692307692,28.1538461538462,9.00769230769231,28.4615384615385,0,0.00769230769230769,0,0,NA,0,0.630769230769231,68.8538461538461,37.1615384615385,28.4692307692308
1999-10-19,5,Santa Ana,35.34284,-106.5458,10,1999,69.9230769230769,69.9230769230769,0,0,0,0,0,0,NA,0,5.55384615384615,75.7692307692308,69.9230769230769,0
1999-10-20,1,Alameda,35.1875,-106.6459,10,1999,38.8034188034188,26.6752136752137,0.00854700854700855,0.358974358974359,0.00854700854700855,0.888888888888889,0,10.8632478632479,NA,0,21.5555555555556,63.5897435897436,37.5470085470085,1.25641025641026
1999-10-20,3,Los Lunas,34.81236936,-106.714458,10,1999,101.461538461538,91.6153846153846,9.61538461538461,0,0,0.153846153846154,0,0.0769230769230769,NA,0,5.18461538461538,116,101.307692307692,0.153846153846154
1999-11-15,5,Santa Ana,35.34284,-106.5458,11,1999,125.811965811966,125.811965811966,0,0,0,0,0,0,NA,0,2.64957264957265,129.57264957265,125.811965811966,0
1999-11-16,1,Alameda,35.1875,-106.6459,11,1999,60.8888888888889,49.0598290598291,0.094017094017094,0.35042735042735,0,NA,0.341880341880342,5.73504273504274,NA,0,11.8803418803419,73.0769230769231,55.2307692307692,5.65811965811966
1999-11-16,2,Rio Grande Nature Center,35.127,-106.6854,11,1999,119.023076923077,117.076923076923,0.0769230769230769,1.86153846153846,0.00769230769230769,0,0,0,NA,0,3.63846153846154,124.153846153846,117.153846153846,1.86923076923077
1999-11-16,4,Belen,34.6484315,-106.7377022,11,1999,55.8923076923077,13.6461538461538,25.9307692307692,16.3153846153846,0,0,0,0,NA,0,1.26153846153846,58.3153846153846,39.5769230769231,16.3153846153846
1999-11-17,3,Los Lunas,34.81236936,-106.714458,11,1999,77.1,70,5.69230769230769,0.238461538461538,0,0.769230769230769,0,0.4,NA,0,1,90.6923076923077,76.0923076923077,1.00769230769231
1999-12-21,1,Alameda,35.1875,-106.6459,12,1999,60.4615384615385,55.3846153846154,0.615384615384615,0.484615384615385,0.107692307692308,3.61538461538461,0,0.253846153846154,NA,0,15.4846153846154,76.5384615384615,56.2538461538462,4.20769230769231
1999-12-21,2,Rio Grande Nature Center,35.127,-106.6854,12,1999,17.3615384615385,15.6923076923077,0.00769230769230769,1.63846153846154,0.0230769230769231,0,0,0,NA,0,1.11538461538462,18.8461538461538,15.7,1.66153846153846
1999-12-21,4,Belen,34.6484315,-106.7377022,12,1999,30.7777777777778,1.54700854700855,4.78632478632479,24.4444444444444,0,NA,0,0,NA,0,0.205128205128205,32.6495726495726,6.33333333333333,24.4444444444444
1999-12-21,5,Santa Ana,35.34284,-106.5458,12,1999,153.315384615385,153.307692307692,0,0,0,0.00769230769230769,0,0,NA,0,5.23846153846154,158.769230769231,153.307692307692,0.00769230769230769
1999-12-22,3,Los Lunas,34.81236936,-106.714458,12,1999,67.2769230769231,60.6153846153846,4.63076923076923,2.01538461538462,0.0153846153846154,NA,0,0,NA,0,2.49230769230769,71.5384615384615,65.2461538461538,2.03076923076923
2000-01-18,1,Alameda,35.1875,-106.6459,1,2000,22.0461538461538,21.6153846153846,0,0.0153846153846154,0.00769230769230769,0.392307692307692,0,0.0153846153846154,NA,0,7.61538461538461,30.3076923076923,21.6307692307692,0.415384615384615
2000-01-18,2,Rio Grande Nature Center,35.127,-106.6854,1,2000,10.6692307692308,10.3307692307692,0,0.330769230769231,0.00769230769230769,0,0,0,NA,0,1.95384615384615,12.8692307692308,10.3307692307692,0.338461538461538
2000-01-18,4,Belen,34.6484315,-106.7377022,1,2000,5.63846153846154,1.69230769230769,2.55384615384615,1.39230769230769,0,0,0,0,NA,0,2.73846153846154,11.4,4.24615384615385,1.39230769230769
2000-01-18,5,Santa Ana,35.34284,-106.5458,1,2000,52.8205128205128,52.8205128205128,0,0,0,NA,0,0,NA,0,234.230769230769,300.128205128205,52.8205128205128,0
2000-01-19,3,Los Lunas,34.81236936,-106.714458,1,2000,17.9461538461538,17.2307692307692,0.476923076923077,0.238461538461538,0,0,0,0,NA,0,4.94615384615385,24.5461538461538,17.7076923076923,0.238461538461538
2000-02-15,2,Rio Grande Nature Center,35.127,-106.6854,2,2000,4.70769230769231,4.16153846153846,0,0.307692307692308,0.238461538461538,0,0,0,NA,0,0.869230769230769,5.92307692307692,4.16153846153846,0.546153846153846
2000-02-15,4,Belen,34.6484315,-106.7377022,2,2000,0.7,0.153846153846154,0.0846153846153846,0.461538461538462,0,0,0,0,NA,0,0.315384615384615,1.08461538461538,0.238461538461538,0.461538461538462
2000-02-16,3,Los Lunas,34.81236936,-106.714458,2,2000,10.0461538461538,9.39230769230769,0.407692307692308,0.161538461538462,0,0.0769230769230769,0,0.00769230769230769,NA,0,0.692307692307692,11.5384615384615,9.80769230769231,0.238461538461538
2000-02-16,5,Santa Ana,35.34284,-106.5458,2,2000,14.5384615384615,14.5384615384615,0,0,0,0,0,0,NA,0,0.230769230769231,14.7692307692308,14.5384615384615,0
2000-02-17,1,Alameda,35.1875,-106.6459,2,2000,16.0769230769231,15.6410256410256,0,0.435897435897436,0,NA,0,0,NA,0,1.8974358974359,19.3162393162393,15.6410256410256,0.435897435897436
2000-03-21,1,Alameda,35.1875,-106.6459,3,2000,22.4153846153846,22,0.0923076923076923,0.0846153846153846,0,0.238461538461538,0,0,NA,0,3.46153846153846,26,22.0923076923077,0.323076923076923
2000-03-21,2,Rio Grande Nature Center,35.127,-106.6854,3,2000,3.50769230769231,3.48461538461538,0,0.0153846153846154,0.00769230769230769,0,0,0,NA,0,6.55384615384615,10.4769230769231,3.48461538461538,0.0230769230769231
2000-03-21,5,Santa Ana,35.34284,-106.5458,3,2000,195.461538461538,195.307692307692,0,0.153846153846154,0,0,0,0,NA,0,1.16923076923077,196.384615384615,195.307692307692,0.153846153846154
