Year,Month,Day,Site number,Precipitation canopy,Precipitation open,Site name,Latitude,Longitude,Reaches,Current usgs gauge,
2014,2,21,3,.,.,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2014,2,18,4,1,2,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2014,2,20,5,10,11,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2014,2,20,6,3.5,8.5,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2014,2,18,7,0.8,0.7,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2014,2,20,8,4.5,5,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2014,2,20,9,5,5,Ohkay Owingeh,36.0618,-106.0761,Cochti Reach,8313000,
2014,2,21,10,3,6.5,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2014,2,21,11,4.5,8,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2014,2,21,12,4.5,14,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2014,2,19,13,3,3.8,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2014,2,18,14,1.5,1.5,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2014,2,18,15,1.5,2,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2014,2,18,16,2.8,2,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2014,2,21,17,4,8,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2014,2,19,18,1,4,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2014,2,19,19,0.8,1.8,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2014,2,19,20,3.5,6.5,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2014,2,19,21,4.5,5,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2014,2,22,22,3,6.5,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2014,2,20,23,4.5,6,BioPark,35.079,-106.668,Angostura Reach,8330000,
2014,2,18,24,6.6,9.6,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2014,2,18,25,1.6,1.5,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2014,2,22,26,0,0,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2014,2,18,27,1,1.4,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2014,2,20,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2014,3,17,1,4.2,6,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2014,3,17,2,5.3,8,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2014,3,20,3,0,0,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2014,3,18,4,10,9,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2014,3,20,5,3,4,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2014,3,17,6,5,8.5,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2014,3,21,7,0,0.3,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2014,3,20,8,7.5,7.5,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2014,3,20,9,4,5,Ohkay Owingeh,36.0618,-106.0761,Cochti Reach,8313000,
2014,3,17,10,2,6,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2014,3,21,11,4.5,6,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2014,3,21,12,3,5.5,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2014,3,19,13,3,4,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2014,3,21,14,0,0.8,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2014,3,18,15,4.8,5,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2014,3,18,16,9.4,9,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2014,3,17,17,2.8,7,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2014,3,18,18,3.5,8,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2014,3,18,19,6,8,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2014,3,19,20,6.5,9.5,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2014,3,21,21,3,5,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2014,3,22,22,2.5,5.2,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2014,3,20,23,5.8,9,BioPark,35.079,-106.668,Angostura Reach,8330000,
2014,3,20,24,2.5,5.8,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2014,3,18,25,10,8.5,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2014,3,19,26,11,6,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2014,3,18,27,1.5,.,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2014,3,20,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2014,3,23,29,.,.,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2014,4,15,1,0,0,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2014,4,15,2,0,0,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2014,4,17,3,0,.,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2014,4,15,4,0,0,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2014,4,17,5,0,0,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2014,4,14,6,0,0,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2014,4,15,7,0,0,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2014,4,17,8,0,0.3,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2014,4,18,9,3.5,3.8,Ohkay Owingeh,36.0618,-106.0761,Cochti Reach,8313000,
2014,4,17,10,0,0,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2014,4,18,11,0,0,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2014,4,18,12,0,0,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2014,4,16,13,0,0,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2014,4,15,14,0,0,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2014,4,15,15,0.5,1,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2014,4,15,16,0.8,.,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2014,4,16,17,0,0,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2014,4,16,18,0,.,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2014,4,16,19,0,0.5,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2014,4,16,20,0,0,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2014,4,16,21,0,0,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2014,4,18,22,0,0,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2014,4,17,23,0,0,BioPark,35.079,-106.668,Angostura Reach,8330000,
2014,4,15,24,0,0,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2014,4,15,25,0.8,0,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2014,4,18,26,0,0,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2014,4,16,27,0.2,0.7,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2014,4,17,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2014,4,15,29,.,.,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2014,5,20,1,0,0.3,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2014,5,20,2,0,0,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2014,5,22,3,0.8,2,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2014,5,20,4,5,2.8,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2014,5,21,5,0.3,0.5,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2014,5,22,6,0.9,2.5,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2014,5,20,7,1.5,4,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2014,5,20,8,0,0.8,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2014,5,21,9,1,1,Ohkay Owingeh,36.0618,-106.0761,Cochti Reach,8313000,
2014,5,20,10,0,0.5,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2014,5,19,11,0,0.3,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2014,5,19,12,0,0,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2014,5,20,13,0,1,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2014,5,20,14,0,0,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2014,5,20,15,1.5,3.3,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2014,5,20,16,3,3,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2014,5,22,17,0.5,2,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2014,5,21,18,1,2.5,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2014,5,21,19,1,2.5,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2014,5,21,20,0.7,2,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2014,5,20,21,5,0,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2014,5,20,22,0,0.3,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2014,5,20,23,0,0.8,BioPark,35.079,-106.668,Angostura Reach,8330000,
2014,5,23,24,2,3.9,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2014,5,20,25,2.5,3,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2014,5,23,26,0,0,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2014,5,20,27,0,0.8,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2014,5,22,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2014,5,22,29,.,.,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2014,6,17,1,7.3,8.5,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2014,6,20,2,7.5,.,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2014,6,16,3,5.8,9.8,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2014,6,17,4,2.6,.,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2014,6,17,5,11,14.5,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2014,6,16,6,3,12,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2014,6,19,7,2,4,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2014,6,17,8,8,11.5,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2014,6,16,9,23,28,Ohkay Owingeh,36.0618,-106.0761,Cochti Reach,8313000,
2014,6,17,10,3,7.5,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2014,6,18,11,5,8.5,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2014,6,18,12,5,9,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2014,6,17,13,1.3,5.5,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2014,6,19,14,0.8,.,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2014,6,17,15,4,7,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2014,6,17,16,6,7.5,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2014,6,17,17,.,.,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2014,6,17,18,5.5,5.5,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2014,6,17,19,2.3,5.5,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2014,6,18,20,1.5,9.5,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2014,6,17,21,3.5,7.6,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2014,6,18,22,2.8,8,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2014,6,20,23,4.4,11.1,BioPark,35.079,-106.668,Angostura Reach,8330000,
2014,6,18,24,3.5,13,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2014,6,17,25,6.5,8.5,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2014,6,17,26,0.1,0,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2014,6,16,27,.,6.2,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2014,6,17,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2014,6,19,29,.,.,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2014,6,17,30,.,.,State Land Office,34.96785,-106.6856,Angostura Reach,8330000,
2014,7,15,1,22,32,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2014,7,17,2,32,40,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2014,7,14,3,41,47,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2014,7,15,4,37,50,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2014,7,15,5,19,32.5,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2014,7,18,6,29,73,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2014,7,16,7,5,12,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2014,7,15,8,29,32,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2014,7,17,9,73,74,Ohkay Owingeh,36.0618,-106.0761,Cochti Reach,8313000,
2014,7,15,10,20,39,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2014,7,16,11,24,38,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2014,7,16,12,18,46,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2014,7,14,13,18.2,27,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2014,7,16,14,.,.,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2014,7,15,15,31,51,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2014,7,15,16,53,51,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2014,7,17,17,53,88,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2014,7,19,18,31,56,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2014,7,19,19,42,57,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2014,7,16,20,.,38,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2014,7,15,21,18,10,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2014,7,16,22,19,44,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2014,7,17,23,32.5,48,BioPark,35.079,-106.668,Angostura Reach,8330000,
2014,7,16,24,28,49,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2014,7,15,25,39,52,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2014,7,23,26,25,28,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2014,7,14,27,13.5,28,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2014,7,15,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2014,7,15,29,.,.,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2014,7,15,30,34,47,State Land Office,34.96785,-106.6856,Angostura Reach,8330000,
2014,8,18,1,26,43,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2014,8,18,2,33,40,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2014,8,21,3,63.5,65,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2014,8,19,4,70,83,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2014,8,20,5,45,60,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2014,8,22,6,12,41,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2014,8,18,7,34,58,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2014,8,22,8,59,78,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2014,8,21,9,39,35.5,Ohkay Owingeh,36.0618,-106.0761,Cochti Reach,8313000,
2014,8,18,10,13,37,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2014,8,20,11,19,39,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2014,8,19,12,12,.,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2014,8,21,13,71,86,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2014,8,18,14,.,49,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2014,8,19,15,57,81,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2014,8,19,16,82,82,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2014,8,22,17,10,40,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2014,8,18,18,41,72,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2014,8,18,19,60,73,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2014,8,21,20,29,60,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2014,8,20,21,15,42,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2014,8,23,22,21.9,53,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2014,8,19,23,33,37,BioPark,35.079,-106.668,Angostura Reach,8330000,
2014,8,20,24,29,53,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2014,8,19,25,64,80,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2014,8,22,26,61,80,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2014,8,19,27,41,77,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2014,8,21,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2014,8,23,29,.,.,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2014,8,21,30,19,35,State Land Office,34.96785,-106.6856,Angostura Reach,8330000,
2014,9,17,1,5,19,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2014,9,16,2,5,8,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2014,9,18,3,8.5,15.3,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2014,9,16,4,7,14,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2014,9,16,5,6.5,11,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2014,9,15,6,0,7,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2014,9,16,7,28,45,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2014,9,18,8,12,16,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2014,9,17,9,30,32,Ohkay Owingeh,36.0618,-106.0761,Cochti Reach,8313000,
2014,9,15,10,7.5,19,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2014,9,20,11,13,24,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2014,9,18,12,11,23.9,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2014,9,16,13,36,45,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2014,9,16,14,23.5,.,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2014,9,16,15,8.4,13.8,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2014,9,16,16,13.7,15,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2014,9,17,17,0.5,9,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2014,9,17,18,5,20,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2014,9,17,19,7.5,19,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2014,9,17,20,1.5,13,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2014,9,17,21,10,21,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2014,9,20,22,.,6.5,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2014,9,18,23,8,17,BioPark,35.079,-106.668,Angostura Reach,8330000,
2014,9,18,24,1.5,7.5,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2014,9,16,25,10.8,17,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2014,9,25,26,57,76,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2014,9,.,27,.,.,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2014,9,18,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2014,9,17,29,.,.,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2014,9,17,30,13,15,State Land Office,34.96785,-106.6856,Angostura Reach,8330000,
2014,10,20,1,7.5,13,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2014,10,21,2,12,17,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2014,10,21,3,.,.,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2014,10,21,4,.,26,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2014,10,21,5,11,15,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2014,10,21,6,1.5,16,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2014,10,21,7,49,68,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2014,10,23,8,11.5,14,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2014,10,22,9,7.5,13,Ohkay Owingeh,36.0618,-106.0761,Cochti Reach,8313000,
2014,10,22,10,1,13,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2014,10,25,11,6,13,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2014,10,23,12,1.5,12,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2014,10,21,13,13,22,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2014,10,21,14,.,.,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2014,10,21,15,16,26,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2014,10,21,16,26,27,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2014,10,22,17,0,11,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2014,10,22,18,4,15,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2014,10,22,19,14,23,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2014,10,22,20,2,12.5,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2014,10,22,21,3,13,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2014,10,25,22,2.5,10.5,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2014,10,23,23,13,20,BioPark,35.079,-106.668,Angostura Reach,8330000,
2014,10,24,24,4,17,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2014,10,21,25,20,29,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2014,10,24,26,10.2,12.7,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2014,10,.,27,.,.,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2014,10,23,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2014,10,22,29,.,.,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2014,10,24,30,11.5,16,State Land Office,34.96785,-106.6856,Angostura Reach,8330000,
2014,11,20,1,2,5,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2014,11,18,2,1.5,3,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2014,11,20,3,.,.,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2014,11,18,4,9,11,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2014,11,18,5,3,4,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2014,11,20,6,0,2.6,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2014,11,18,7,3,2.6,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2014,11,20,8,0,1.5,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2014,11,19,9,19,23,Ohkay Owingeh,36.0618,-106.0761,Cochti Reach,8313000,
2014,11,18,10,0.5,3,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
2014,11,22,11,1,3.5,Calabacillas,35.19056822,-106.6491626,Angostura Reach,8330000,
2014,11,20,12,0,3.3,Minnow,35.19315094,-106.646915,Angostura Reach,8330000,
2014,11,17,13,2.5,4.5,Harrison,35.01505603,-106.6736953,Angostura Reach,8330000,
2014,11,18,14,0,5,Sevilleta,34.25834233,-106.8831845,San Acacia Reach,8354900,
2014,11,18,15,7.5,11,Valencia Cleared,34.64863444,-106.7391728,Isleta Reach,8331510,
2014,11,18,16,10,11.5,Valencia Forest,34.64716225,-106.738482,Isleta Reach,8331510,
2014,11,19,17,0,2,Montano,35.14528819,-106.6803699,Angostura Reach,8330000,
2014,11,19,18,2,8,Reynolds Cleared,34.65966431,-106.7421328,Isleta Reach,8331510,
2014,11,19,19,5,7.5,Reynolds Forest,34.66054583,-106.7429525,Isleta Reach,8331510,
2014,11,19,20,2,5,Route 66,35.1006408,-106.6914783,Angostura Reach,8330000,
2014,11,19,21,4.5,3,Badger,35.1956,-106.6402,Angostura Reach,8330000,
2014,11,22,22,0.5,4,Bobcat,35.19705633,-106.6439494,Angostura Reach,8330000,
2014,11,20,23,1,3.1,BioPark,35.079,-106.668,Angostura Reach,8330000,
2014,11,18,24,8.2,11.5,Santo Domingo,35.50989,-106.3896,Cochti Reach,.,
2014,11,18,25,10,12,Crawford,34.63835,-106.74277,Isleta Reach,8331510,
2014,11,22,26,0.5,7.5,Mesilla,32.248328,-106.821014,South of San Marcial Reach,.,
2014,11,.,27,.,.,Bosque Farm,34.848851,-106.714722,Isleta Reach,8331160,
2014,11,20,28,.,.,Valle de Oro,34.97895,-106.6801,Angostura Reach,8330000,
2014,11,19,29,.,.,Albuquerque Overbank Project,35.04546,-106.6657,Angostura Reach,8330000,
2014,11,21,30,3.5,9,State Land Office,34.96785,-106.6856,Angostura Reach,8330000,
2014,12,15,1,15.5,.,Alameda,35.1875,-106.6459,Angostura Reach,8330000,
2014,12,16,2,19,17,Rio Grande Nature Center,35.127,-106.6854,Angostura Reach,8330000,
2014,12,16,3,.,.,Los Lunas,34.81236936,-106.714458,Isleta Reach,8331160,
2014,12,16,4,7,13,Belen,34.6484315,-106.7377022,Isleta Reach,8331510,
2014,12,16,5,26,25,Santa Ana,35.34284,-106.5458,Cochti Reach,.,
2014,12,16,6,12,18,Savannah,35.14285294,-106.6819814,Angostura Reach,8330000,
2014,12,16,7,1.5,2,Lemitar,34.16703188,-106.8899486,San Acacia Reach,8354900,
2014,12,15,8,19,24,Hispanic Cultural Center,35.06881267,-106.6580575,Angostura Reach,8330000,
2014,12,22,9,22,20,Ohkay Owingeh,36.0618,-106.0761,Cochti Reach,8313000,
2014,12,17,10,11,20,Diversion,35.1908,-106.6429,Angostura Reach,8330000,
