Site number,Site name,Latitude,Longitude,Reaches,Year,Annual summer cw gm per m2,Annual summer will gm per m2,Annual summer ro gm per m2,Annual summer sc gm per m2,Annual summer elm gm per m2,Annual summer seep gm per m2,Annual summer nmol gm per m2,Annual summer indbu gm per m2,Annual summer total leaf litterfall per m2
27,Bosque Farm,34.8477697505695,-106.714997116643,Isleta Reach,2020,20.46,0.33999999999999997,7.9399999999999995,0.02,0.01,0,0,0.01,6.27
27,Bosque Farm,34.8477697505695,-106.714997116643,Isleta Reach,2021,7.33,0.11,8.77,0.02,0,0,0,0,7.96
27,Bosque Farm,34.8477697505695,-106.714997116643,Isleta Reach,2022,15.830000000000002,0.03,6.970000000000001,0.12,0,0.01,0,0,4.640000000000001
28,Valle de Oro,34.9797688406,-106.680112434,Angostura Reach,2014,0.01,0,0,0,0,0,0,0,2.85
28,Valle de Oro,34.9797688406,-106.680112434,Angostura Reach,2015,0,0,0,0,0,0,0,0,13.299999999999999
28,Valle de Oro,34.9797688406,-106.680112434,Angostura Reach,2016,0,0,0,0,0,0,0,0,1.9700000000000002
28,Valle de Oro,34.9797688406,-106.680112434,Angostura Reach,2017,0.08,0,0.01,0,0,0,0,0,2.12
28,Valle de Oro,34.9797688406,-106.680112434,Angostura Reach,2018,0,0,0,0.01,0.02,0,0,0,1.11
28,Valle de Oro,34.9797688406,-106.680112434,Angostura Reach,2019,0,0.15,0,0,0.25,0.03,0,0,2.51
29,Albuquerque Overbank Project,35.0452081969,-106.665732215,Angostura Reach,2014,8.799999999999999,1.03,2.6799999999999997,0.01,0.01,0,0,0,3.04
29,Albuquerque Overbank Project,35.0452081969,-106.665732215,Angostura Reach,2015,3.09,8.1,6.17,0.01,0.62,0,0,0,3.96
29,Albuquerque Overbank Project,35.0452081969,-106.665732215,Angostura Reach,2016,0.16,0.53,1.3699999999999999,0,1.09,0,0,0,0.91
29,Albuquerque Overbank Project,35.0452081969,-106.665732215,Angostura Reach,2017,0.03,1.6400000000000001,1.26,0.02,0.64,0.01,0.01,0,1.3199999999999998
29,Albuquerque Overbank Project,35.0452081969,-106.665732215,Angostura Reach,2018,0.1,0.4,8.28,0,3.8,0,0,0,3.6799999999999997
29,Albuquerque Overbank Project,35.0452081969,-106.665732215,Angostura Reach,2019,2.12,0.03,3.7800000000000002,0,1.65,0,0,0.01,2.1799999999999997
29,Albuquerque Overbank Project,35.0452081969,-106.665732215,Angostura Reach,2020,3.6,3.83,7.13,0.01,2.91,0.03,0,0.03,3.9000000000000004
29,Albuquerque Overbank Project,35.0452081969,-106.665732215,Angostura Reach,2021,1.47,2.7,14.72,0.04,2.29,0.25,0,0.01,5.39
29,Albuquerque Overbank Project,35.0452081969,-106.665732215,Angostura Reach,2022,1.05,3.0500000000000003,8.03,0,2.17,0,0.08,0.01,4.97
30,State Land Office,34.9679188689,-106.685667747,Angostura Reach,2014,19.37,0,0,0,0,0,0,0,5.99
30,State Land Office,34.9679188689,-106.685667747,Angostura Reach,2015,9.04,0.02,0,0.02,0,0,0,0,7.53
30,State Land Office,34.9679188689,-106.685667747,Angostura Reach,2016,8.26,0.18,0,0.01,0.01,0,0,0,3.8
30,State Land Office,34.9679188689,-106.685667747,Angostura Reach,2017,1.23,0.33,0,0.18,0,0,0.38,0,1.97
30,State Land Office,34.9679188689,-106.685667747,Angostura Reach,2018,3.42,0.71,0,0,0,0,0,0,2.66
30,State Land Office,34.9679188689,-106.685667747,Angostura Reach,2019,6.79,0.62,0,0,0,0,0,0,5.42
30,State Land Office,34.9679188689,-106.685667747,Angostura Reach,2020,14.870000000000001,2.94,0.01,0,0,0,0,0,7.34
30,State Land Office,34.9679188689,-106.685667747,Angostura Reach,2021,11.99,1.19,0.41000000000000003,0.01,0,0,0,0,4.58
30,State Land Office,34.9679188689,-106.685667747,Angostura Reach,2022,4.87,0.41000000000000003,0.36000000000000004,0,0.01,0,0,0,3.67
31,San Jose,35.0124335977,-106.672728518,Angostura Reach,2016,3.35,2.2199999999999998,0,0,0,0,0,0,2.9
31,San Jose,35.0124335977,-106.672728518,Angostura Reach,2017,22.650000000000002,0.63,0,0,0,0,0,0,6.35
31,San Jose,35.0124335977,-106.672728518,Angostura Reach,2018,1.42,0.16999999999999998,0,0.09,0.01,0,0,0,3.82
31,San Jose,35.0124335977,-106.672728518,Angostura Reach,2019,3.95,3.2399999999999998,0,0,0,0,0,0,4.28
31,San Jose,35.0124335977,-106.672728518,Angostura Reach,2020,4.75,4.31,0,0,0,0,0,0,2.96
31,San Jose,35.0124335977,-106.672728518,Angostura Reach,2021,13.21,1.04,0,0.04,0,0.01,0,0,3.01
31,San Jose,35.0124335977,-106.672728518,Angostura Reach,2022,2.4,0.49,0,0.01,0,0.09,0,0,0.6
32,Sandia,35.255,-106.5907,Angostura Reach,2016,0.09999999999999999,4.32,1.49,0,0,0,0.01,0,16.53
32,Sandia,35.255,-106.5907,Angostura Reach,2017,0.93,3.8600000000000003,0.88,0,0,0.01,0,0,10.899999999999999
32,Sandia,35.255,-106.5907,Angostura Reach,2018,0.08,2.82,0.02,0.01,0.01,0,0,0.01,1.16
32,Sandia,35.255,-106.5907,Angostura Reach,2019,0.32,1.27,0.01,0.01,0,0.01,0,0,362.59999999999997
32,Sandia,35.255,-106.5907,Angostura Reach,2021,0.03,2.27,0.01,0.01,0,0.01,0.31,0.01,2.01
32,Sandia,35.255,-106.5907,Angostura Reach,2022,0.02,1.96,0,0,0.01,0.64,0.02,0.01,1.23
33,Bosque del Apache,33.8196650872,-106.854014975,San Acacia Reach,2018,66.8,2.12,0.01,9.8,0,0,0,0,12.42
33,Bosque del Apache,33.8196650872,-106.854014975,San Acacia Reach,2019,1.32,0.08,0,0.06,0,0.01,0,0,0.51
33,Bosque del Apache,33.8196650872,-106.854014975,San Acacia Reach,2020,48.03,0.55,0,0.54,0,2.59,0,0.01,8.91
33,Bosque del Apache,33.8196650872,-106.854014975,San Acacia Reach,2021,10.629999999999999,0.1,0,1.01,0.02,0.01,0,0,3.9699999999999998
33,Bosque del Apache,33.8196650872,-106.854014975,San Acacia Reach,2022,10.02,0.25,0.01,0.8300000000000001,0,0,0,0,2.41
34,River Realignment,33.8227,-106.8419,San Acacia Reach,2019,1.54,0.08,0.77,0.08,0,0,0,0,6.3
34,River Realignment,33.8227,-106.8419,San Acacia Reach,2020,0.16,0.85,0.08,0,0,0,0,0,1.01
34,River Realignment,33.8227,-106.8419,San Acacia Reach,2021,1.54,2.31,0,0,0,0,0.77,0.08,1.2000000000000002
