"Date ym","Site number","Site name","Latitude","Longitude","Reaches","Month","Year","monthly cottonwood leaf litterfall g m2","monthly willow leaf litterfall g m2","monthly russian olive leaf litterfall g m2","monthly saltcedar leaf litterfall g m2","monthly elm leaf litterfall g m2","monthly seep willow leaf litterfall g m2","monthly new mexico olive leaf litterfall g m2","monthly indigo bush leaf litterfall g m2","monthly total litterfall g m2","monthly woodfall g m2","monthly cottonwood reproductive litterfall g m2","monthly willow reproductive litterfall g m2","monthly russian olive reproductive litterfall g m2","monthly elm reproductive litterfall g m2","monthly saltcedar reproductive litterfall g m2","monthly total reproductive litterfall g m2"
Sep 2014,11,"Calabacillas",35.1946222612,-106.646350963,"Angostura Reach",9,2014,0.94,0,0,0.15,1,0.15,0.03,0,0.53,0.79,0.03,0,0,.,0.01,0.03
Sep 2014,12,"Minnow",35.1972256042,-106.644122231,"Angostura Reach",9,2014,0.73,0,0.85,0.03,0.01,0,0,0,0.42,0,0.01,0,0,.,0,0
Sep 2014,13,"Harrison",35.0150622305,-106.673722917,"Angostura Reach",9,2014,0.52,1.16,5.73,0,0,0,0,0,1.22,0.04,0.01,0.01,0.26,.,0,0.09
Sep 2014,14,"Sevilleta",34.2586573236,-106.883372761,"San Acacia Reach",9,2014,4.48,1.61,1.71,2.49,0,0,0,0.01,1.4,0.16,0,0,0,.,0,0
Sep 2014,15,"Valencia Cleared",34.6486505386211,-106.739180486447,"Isleta Reach",9,2014,1.1,0.78,0,0,0,0,0,0,1.4,3.81,0,0,0,.,0,0.14
Sep 2014,16,"Valencia Forest",34.6472147233729,-106.738922864063,"Isleta Reach",9,2014,0.01,0.56,0,0,0,0.15,0,0,1.24,0.03,0,6.19,0,.,0,0.82
Sep 2014,17,"Montano",35.1452628545,-106.680332705,"Angostura Reach",9,2014,0.46,12.24,2.32,0,0.08,0,0,0,2.27,0.49,0.01,1,0.01,.,0,0.13
Sep 2014,18,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Isleta Reach",9,2014,3.77,0.01,0,0.01,0.01,0,0,0,0.61,0,0.02,0,0,.,0,0.01
Sep 2014,19,"Reynolds Forest",34.6576114622675,-106.739436295579,"Isleta Reach",9,2014,4.7,0.09,0,0.23,0,0,0,0.01,0.77,0.02,0.03,0.01,0,.,0,0.01
Sep 2014,20,"Route 66",35.1006512603,-106.691932797,"Angostura Reach",9,2014,1.25,0.26,7.16,0.19,1.03,0,0,0.01,1.4,0.03,0.02,0,0.01,.,0,0.01
Sep 2014,21,"Badger",35.1955715759,-106.641632737,"Angostura Reach",9,2014,0.8,0.32,0.16,0,0.36,0,0,0,0.3,0.04,0.03,0.01,0,.,0,0
Sep 2014,22,"Bobcat",35.2010747789,-106.641162297,"Angostura Reach",9,2014,0.96,2.08,0.01,0.01,0.01,0,0,0,0.7,0.02,0,0.02,0.01,.,0,0.1
Sep 2014,23,"BioPark",35.0799846256,-106.669723455,"Angostura Reach",9,2014,0.81,0,0,0,0,0,0,0.01,1.24,5.26,0.01,0,0,.,0,0.02
Sep 2014,24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",9,2014,2.1,0.02,0,0,0,0,0.01,0,3.5,0.2,0,0,0,.,0,0.08
Sep 2014,25,"Crawford",34.637561057629,-106.74347269011,"Isleta Reach",9,2014,4.78,0.16,0.01,3.34,0,0,0,0,1.2,0.02,0.01,0,0.01,.,0.15,0.03
Sep 2014,26,"Mesilla",32.248328,-106.821014,"South of San Marcial Reach",9,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0
Sep 2014,27,"Bosque Farm",34.8477697505695,-106.714997116643,"Isleta Reach",9,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Sep 2014,28,"Valle de Oro",34.9797688406,-106.680112434,"Angostura Reach",9,2014,0,0,0,0,0,0,0,0,1.86,0,0,0,0,.,0,0
Sep 2014,29,"Albuquerque Overbank Project",35.0452081969,-106.665732215,"Angostura Reach",9,2014,0.55,2.7,3.47,0,1.86,0.01,0,0,1.39,0.58,0,0,0,.,0,0.14
Sep 2014,30,"State Land Office",34.9679188689,-106.685667747,"Angostura Reach",9,2014,2.02,0.01,0,0,0,0,0,0,0.81,1.32,1.17,0,0,.,0,0.17
Oct 2014,1,"Alameda",35.1880598884,-106.646949118,"Angostura Reach",10,2014,10.54,1.23,0,0.08,1.31,0,55.62,0,9.47,3.32,0.03,0.08,0,.,0.01,0.02
Oct 2014,2,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Angostura Reach",10,2014,11.38,0,0,0,0,0,0,0,1.69,0.01,0.06,0,0,.,0,0.01
Oct 2014,3,"Los Lunas",34.8123850767529,-106.714471968474,"Isleta Reach",10,2014,82.61,8.31,0.93,0,3.54,0,0,0.38,54.31,311.03,0.04,0.02,0.01,.,0,0.01
Oct 2014,4,"Belen",34.6481124155284,-106.737727748983,"Isleta Reach",10,2014,16.92,0.62,7.56,0,0,0,0,0,4.06,0.15,0.03,0,1.85,.,0,0.32
Oct 2014,5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",10,2014,5.56,0.01,0,0,0.01,0,0,0,9.1,63.98,0.02,0,0,.,0,0
Oct 2014,6,"Savannah",35.1428674147,-106.681982289,"Angostura Reach",10,2014,13.01,0.86,8.16,0.63,0,0.47,0.09,0,3.67,1.26,0.32,0,0,.,0,0.12
Oct 2014,7,"Lemitar",34.1670457032,-106.889953039,"San Acacia Reach",10,2014,0.16,0,0,1.05,0,0,0,0,0.34,0.02,0,0,0,.,0.01,0
Oct 2014,8,"Hispanic Cultural Center",35.0688083802,-106.65807622,"Angostura Reach",10,2014,16.77,7.39,0,0,0.09,0.01,0,0,3.64,1.16,0.17,0.01,0,.,0,0.02
Oct 2014,9,"Ohkay Owingeh",36.0618,-106.0761,"Cochiti Reach",10,2014,1.64,11.72,0.08,0,0,0.01,0.69,4.85,13.39,10.32,0,0,0,.,0,0.23
Oct 2014,10,"Diversion",35.1916189224,-106.643382687,"Angostura Reach",10,2014,1.77,0.56,0.71,0.98,4.36,0,0.01,0,1.71,3.04,0,0,0,.,0,0.06
Oct 2014,11,"Calabacillas",35.1946222612,-106.646350963,"Angostura Reach",10,2014,5.86,0.01,0.24,0.08,4.23,0,18.23,0,4.06,0.11,1.03,0,0,.,0,0.14
Oct 2014,12,"Minnow",35.1972256042,-106.644122231,"Angostura Reach",10,2014,4.56,5.79,0,0.01,0.02,0,0,0,1.65,0,0.25,0.08,0,.,0,0.04
Oct 2014,13,"Harrison",35.0150622305,-106.673722917,"Angostura Reach",10,2014,10.25,11.85,4.64,0,0.09,2.46,0,0,3.9,0.09,0.01,0,0.24,.,0,0.04
Oct 2014,14,"Sevilleta",34.2586573236,-106.883372761,"San Acacia Reach",10,2014,9.15,0.01,5.32,3.18,0,0,0,0,4.95,14.69,0.15,0.02,0,.,0.78,0.12
Oct 2014,15,"Valencia Cleared",34.6486505386211,-106.739180486447,"Isleta Reach",10,2014,10.23,6.63,0.54,0.32,0,0,0,0,3.16,2.24,0.02,0,0,.,0.01,0.41
Oct 2014,16,"Valencia Forest",34.6472147233729,-106.738922864063,"Isleta Reach",10,2014,0.08,1.57,0.01,0,0,0,0,0,1.15,0.73,0,3.86,0,.,0,0.55
Oct 2014,17,"Montano",35.1452628545,-106.680332705,"Angostura Reach",10,2014,16.55,0,5.24,0,0,0,0,0,4.46,4.48,0.38,1.7,0.01,.,0,0.31
Oct 2014,18,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Isleta Reach",10,2014,127.15,0.08,0,0.01,0,0,0.23,0,17.09,0.25,0.09,0.01,0,.,0,0.01
Oct 2014,19,"Reynolds Forest",34.6576114622675,-106.739436295579,"Isleta Reach",10,2014,37.39,0.23,0.32,1.15,0,0,0.01,0.01,6.35,0.01,0.03,0,0,.,0,0.34
Oct 2014,20,"Route 66",35.1006512603,-106.691932797,"Angostura Reach",10,2014,8.54,2.08,9.17,0.32,5.46,0,0.01,0,3.67,0,0.02,0,0,.,0,0
Oct 2014,21,"Badger",35.1955715759,-106.641632737,"Angostura Reach",10,2014,3.63,2.64,1.09,0.01,3.26,0,0,0,2.25,0,0.42,0.47,0,.,0,0.18
Oct 2014,22,"Bobcat",35.2010747789,-106.641162297,"Angostura Reach",10,2014,3.39,4.32,0,0.01,0,0.85,0,0,1.4,0.01,0.71,0.01,0.01,.,0,0.09
Oct 2014,23,"BioPark",35.0799846256,-106.669723455,"Angostura Reach",10,2014,12.16,0.7,0,0,0,0,0,0,1.93,0.01,0.26,0,0,.,0,0.03
Oct 2014,24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",10,2014,15.08,0.01,0.01,0,0,0,0,0,3.14,0,0.03,0.01,0,.,0,0
Oct 2014,25,"Crawford",34.637561057629,-106.74347269011,"Isleta Reach",10,2014,18.87,4.56,0.32,0.5,0,0,0,0,3.67,2.87,0,0,0,.,0,0.03
Oct 2014,26,"Mesilla",32.248328,-106.821014,"South of San Marcial Reach",10,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0
Oct 2014,27,"Bosque Farm",34.8477697505695,-106.714997116643,"Isleta Reach",10,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Oct 2014,28,"Valle de Oro",34.9797688406,-106.680112434,"Angostura Reach",10,2014,0,0.33,0,0,0,0,0,0,3.01,12.16,0,0,0,.,0,1.31
Oct 2014,29,"Albuquerque Overbank Project",35.0452081969,-106.665732215,"Angostura Reach",10,2014,4.69,19.85,3.63,0,3.09,0,0,0,4.34,0.02,0.01,0.62,0.38,.,0,0.18
Oct 2014,30,"State Land Office",34.9679188689,-106.685667747,"Angostura Reach",10,2014,14.78,0,0,0,0,0,0,0,3.08,1.31,0,0,0,.,0,0
Nov 2014,1,"Alameda",35.1880598884,-106.646949118,"Angostura Reach",11,2014,54.92,5.46,1.61,0,7.32,0,16.31,0,11.43,0,0.01,0,0,.,0,0.02
Nov 2014,2,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Angostura Reach",11,2014,75.92,0,0,0,0,0,0,0,10.09,0.15,0,0,0,.,0,0.01
Nov 2014,3,"Los Lunas",34.8123850767529,-106.714471968474,"Isleta Reach",11,2014,57.46,10.55,2.54,0,25.62,0,0,0,18.86,33.15,0.01,0,0.01,.,0,0.04
Nov 2014,4,"Belen",34.6481124155284,-106.737727748983,"Isleta Reach",11,2014,97.23,4,7.08,0,0.01,0,0,0,14.98,0,0.01,0.71,0,.,0,0.09
Nov 2014,5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",11,2014,58.92,0,0.01,0,0.01,0,0.01,0,9.59,2.09,0.1,0,0,.,0,0.15
Nov 2014,6,"Savannah",35.1428674147,-106.681982289,"Angostura Reach",11,2014,47.54,0,7.77,0,0.01,0,0.01,0,7.54,2.24,0.23,0,0,.,0,0.03
Nov 2014,7,"Lemitar",34.1670457032,-106.889953039,"San Acacia Reach",11,2014,7.16,0,0,7.4,0,0,0,0,2.24,0.03,0,0,0,.,0,0
Nov 2014,8,"Hispanic Cultural Center",35.0688083802,-106.65807622,"Angostura Reach",11,2014,145.64,6.7,0,0,3.09,0,0,0,21.92,0.68,0.02,0,0,.,0,0.01
Nov 2014,9,"Ohkay Owingeh",36.0618,-106.0761,"Cochiti Reach",11,2014,8.48,11.39,0.47,0,0.55,0,0.01,0.01,11.34,32.92,0.38,0,0,.,0,0.31
Nov 2014,10,"Diversion",35.1916189224,-106.643382687,"Angostura Reach",11,2014,27.54,6.17,3.86,0.19,32.72,0,0.02,0,10.24,5.12,0,0,0.01,.,0,0.06
Nov 2014,11,"Calabacillas",35.1946222612,-106.646350963,"Angostura Reach",11,2014,88.46,15.15,0,0.02,6.62,0,0,0,15.72,1.24,1.08,0,0,.,0,0.14
Nov 2014,12,"Minnow",35.1972256042,-106.644122231,"Angostura Reach",11,2014,78.12,1.39,8.63,0,0.02,0,0.01,0,12.27,5.15,0.52,0,0,.,0,0.07
Nov 2014,13,"Harrison",35.0150622305,-106.673722917,"Angostura Reach",11,2014,113.09,14.03,6.62,0.01,1.21,0,0,0,23.26,41.62,0,0,0,.,0,0.16
Nov 2014,14,"Sevilleta",34.2586573236,-106.883372761,"San Acacia Reach",11,2014,94.32,1.46,5.24,48.4,0,0,0,0.02,20.12,4.47,0,0,0,.,0,0
Nov 2014,15,"Valencia Cleared",34.6486505386211,-106.739180486447,"Isleta Reach",11,2014,51.38,14.12,0,0.02,0,0,0,0,9.02,0.42,0.02,0.01,0,.,0,0.2
Nov 2014,16,"Valencia Forest",34.6472147233729,-106.738922864063,"Isleta Reach",11,2014,5.23,6.26,0,0.01,0,0,0,0,2.76,0.01,0,9.48,0,.,0,1.23
Nov 2014,17,"Montano",35.1452628545,-106.680332705,"Angostura Reach",11,2014,33.31,0.31,16.48,0,0,0,0,0,9.47,18.72,0,0,0,.,0,0.27
Nov 2014,18,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Isleta Reach",11,2014,121.16,3.43,0.02,0.18,0,0,0,0,16.49,0.03,0,0,0,.,0,0
Nov 2014,19,"Reynolds Forest",34.6576114622675,-106.739436295579,"Isleta Reach",11,2014,202.54,3.25,0.01,5.23,0,0,0,0,28.3,6.09,0.24,0,0,.,0,0.03
Nov 2014,20,"Route 66",35.1006512603,-106.691932797,"Angostura Reach",11,2014,79.38,4.94,12.77,1.61,50.46,0,0,0,19.92,1.25,0.01,0,0,.,0.02,0
Nov 2014,21,"Badger",35.1955715759,-106.641632737,"Angostura Reach",11,2014,149.15,18.79,0,0,36.08,0,0.01,1.24,47.93,0.09,0.34,0.08,0,.,0,0.06
Nov 2014,22,"Bobcat",35.2010747789,-106.641162297,"Angostura Reach",11,2014,55.15,8.01,0.32,0,0.55,0,0,0,9.04,0.25,0.02,0,0,.,0,0
Nov 2014,23,"BioPark",35.0799846256,-106.669723455,"Angostura Reach",11,2014,97.92,0,0,0,0.01,0,0,0.38,14,0.02,0.25,0,0,.,0,0.03
Nov 2014,24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",11,2014,50.92,0.16,0,0,0,0,0,0,6.72,0.19,0,0,0,.,0,0.01
Nov 2014,25,"Crawford",34.637561057629,-106.74347269011,"Isleta Reach",11,2014,8.31,0,1,21.57,0,0,0,0,4.31,0.33,0.54,0,0.92,.,0,0.19
Nov 2014,26,"Mesilla",32.248328,-106.821014,"South of San Marcial Reach",11,2014,0,0,0,0,0,0,0,0,0.11,0.85,0,0,0,.,0,0
Nov 2014,27,"Bosque Farm",34.8477697505695,-106.714997116643,"Isleta Reach",11,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Nov 2014,28,"Valle de Oro",34.9797688406,-106.680112434,"Angostura Reach",11,2014,0.02,0,0,0,0,0,0,0,0.67,1.23,0.08,0,0,.,0,0.25
Nov 2014,29,"Albuquerque Overbank Project",35.0452081969,-106.665732215,"Angostura Reach",11,2014,18.23,6.1,5.31,0,5,0,0,0.77,4.96,1.48,0,0,0,.,0,0.05
Nov 2014,30,"State Land Office",34.9679188689,-106.685667747,"Angostura Reach",11,2014,108.54,0.01,0,0,0,0,0,0.02,14.37,0.49,0.01,0,0,.,0,0.01
Dec 2014,1,"Alameda",35.1880598884,-106.646949118,"Angostura Reach",12,2014,41.62,0.39,0,0.02,6.93,0,1.25,0,11.37,0.01,0.48,0,0,.,0,0.09
Dec 2014,2,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Angostura Reach",12,2014,33.08,0,0,0.02,0,0,0,0,4.53,0.04,0.01,0,0,.,0,0
Dec 2014,3,"Los Lunas",34.8123850767529,-106.714471968474,"Isleta Reach",12,2014,37.85,2.16,3.93,0,6.69,0,0,0,8.37,13.41,0.09,0,0,.,0,0.01
Dec 2014,4,"Belen",34.6481124155284,-106.737727748983,"Isleta Reach",12,2014,33.85,0.32,7.92,0,0,0,0,0,5.55,0.17,0.03,0,0,.,0,0
Dec 2014,5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",12,2014,29.38,0,0,0,0,0,0.01,0,4.54,5.03,0,0,0,.,0,0.01
Dec 2014,6,"Savannah",35.1428674147,-106.681982289,"Angostura Reach",12,2014,14.93,0,7.62,4.05,0,0,0,0,4.31,4.26,0.03,0,0.08,.,0,0.14
Dec 2014,7,"Lemitar",34.1670457032,-106.889953039,"San Acacia Reach",12,2014,3.32,0,0,9.56,0,0,0,0,1.98,1.49,0.02,0,0,.,0,0
Dec 2014,8,"Hispanic Cultural Center",35.0688083802,-106.65807622,"Angostura Reach",12,2014,40.86,3.61,0,0,3.09,0,0,0,8.06,12.75,0.02,0,0,.,0,0.01
Dec 2014,9,"Ohkay Owingeh",36.0618,-106.0761,"Cochiti Reach",12,2014,0.39,0.72,0.72,0.09,0.16,0,0.09,0,2.91,4.69,0.25,0,0,.,0,0.04
Dec 2014,10,"Diversion",35.1916189224,-106.643382687,"Angostura Reach",12,2014,11.78,7.01,3.78,1.1,9.32,0,0,0,5.77,7.86,1.77,0.01,0,.,0,0.3
Dec 2014,11,"Calabacillas",35.1946222612,-106.646350963,"Angostura Reach",12,2014,100.31,1.19,0.02,0.54,23.09,0,0,0.01,17.09,3.63,0.04,0,0.46,.,0,0.08
Dec 2014,12,"Minnow",35.1972256042,-106.644122231,"Angostura Reach",12,2014,87.92,1.4,1.47,0.01,0.25,0.01,0.01,0,13.92,13.7,0.19,0,0.02,.,0.01,0.03
Dec 2014,13,"Harrison",35.0150622305,-106.673722917,"Angostura Reach",12,2014,24.31,4.46,15.94,0.17,1.08,0.15,0,0,6.17,0.64,0,0,0.08,.,0.01,0.03
Dec 2014,14,"Sevilleta",34.2586573236,-106.883372761,"San Acacia Reach",12,2014,44.31,0.1,5.31,63.56,0,0,0,0,15.96,8.79,0,0,0,.,0,0
Dec 2014,15,"Valencia Cleared",34.6486505386211,-106.739180486447,"Isleta Reach",12,2014,22.39,1.73,0,0,0,0,0,0,4.06,0.02,0.49,2.93,0,.,0,0.44
Dec 2014,16,"Valencia Forest",34.6472147233729,-106.738922864063,"Isleta Reach",12,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Dec 2014,17,"Montano",35.1452628545,-106.680332705,"Angostura Reach",12,2014,17.54,1.01,10.32,0,0,0,0,0,6.27,4.56,0.01,0,0,.,0,1.01
Dec 2014,18,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Isleta Reach",12,2014,40.15,0.16,0.08,0.55,0,0,0.01,0,6.18,4.38,0.02,0,0,.,0,0.05
Dec 2014,19,"Reynolds Forest",34.6576114622675,-106.739436295579,"Isleta Reach",12,2014,46.5,0.03,0.01,4.87,0,0,0,0,6.86,0.62,0.04,0,0,.,0,0.04
Dec 2014,20,"Route 66",35.1006512603,-106.691932797,"Angostura Reach",12,2014,22.62,14,0,2.63,36.46,0,0.79,0.39,10.83,4.79,0.03,0.01,0.02,.,0,0.03
Dec 2014,21,"Badger",35.1955715759,-106.641632737,"Angostura Reach",12,2014,58.38,4.72,0.01,0,48.16,0,0.01,0.09,16.01,9.63,0.64,0.08,0,.,0,0.09
Dec 2014,22,"Bobcat",35.2010747789,-106.641162297,"Angostura Reach",12,2014,117,7.86,0.62,0.02,1.94,0.01,0,0,19.29,18.79,0.86,0,0,.,0,0.12
Dec 2014,23,"BioPark",35.0799846256,-106.669723455,"Angostura Reach",12,2014,94.15,0.09,0.02,0,0.23,0,0,0,13.56,8,0,0,0,.,0,0.01
Dec 2014,24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",12,2014,19.92,0.39,0,0,0,0,0,0,6.21,1.23,0.03,0.01,0,.,0,0.01
Dec 2014,25,"Crawford",34.637561057629,-106.74347269011,"Isleta Reach",12,2014,3.42,0.03,0.69,0,0,0,0,0,1.37,0.27,0,0,0,.,0,0.58
Dec 2014,26,"Mesilla",32.248328,-106.821014,"South of San Marcial Reach",12,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0
Dec 2014,27,"Bosque Farm",34.8477697505695,-106.714997116643,"Isleta Reach",12,2014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Dec 2014,28,"Valle de Oro",34.9797688406,-106.680112434,"Angostura Reach",12,2014,0,0,0,0,0,0,0,0,0.14,0.1,0,0,0,.,0,0.11
Dec 2014,29,"Albuquerque Overbank Project",35.0452081969,-106.665732215,"Angostura Reach",12,2014,19.32,0.73,4.08,0,0.93,0,0,0,3.53,0.04,0,0,0.01,.,0,0
Dec 2014,30,"State Land Office",34.9679188689,-106.685667747,"Angostura Reach",12,2014,116.84,0.15,0,0,0,0,0,0,16.68,7.31,0.02,0,0,.,0,0.14
Jan 2015,1,"Alameda",35.1880598884,-106.646949118,"Angostura Reach",1,2015,48.08,0.01,0,1.23,2.17,0.23,3.54,0,10.62,13.47,0.42,0,0.01,.,0,0.92
Jan 2015,2,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Angostura Reach",1,2015,10,0,0,0,0,0,0,0,1.62,2.33,0.03,0,0,.,0,0
Jan 2015,3,"Los Lunas",34.8123850767529,-106.714471968474,"Isleta Reach",1,2015,8.08,0.29,0.89,0,0,0,0,0,1.39,0.05,0.02,0,0.32,.,0,0.04
Jan 2015,4,"Belen",34.6481124155284,-106.737727748983,"Isleta Reach",1,2015,13,0.16,1.85,0,0,0,0,0,2.01,0.11,0.16,0,0.02,.,0,0.02
Jan 2015,5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",1,2015,11.7,0,0,0,0,0,0,0,1.58,0.01,0,0,0,.,0,0
Jan 2015,6,"Savannah",35.1428674147,-106.681982289,"Angostura Reach",1,2015,3.26,0.01,3.25,0.41,0,0,0,0,3.72,0.09,0,0,0,.,0,1.54
Jan 2015,7,"Lemitar",34.1670457032,-106.889953039,"San Acacia Reach",1,2015,0.62,0,0,1.28,0,0,0,0,0.28,0.1,0.01,0,0,.,0,0
Jan 2015,8,"Hispanic Cultural Center",35.0688083802,-106.65807622,"Angostura Reach",1,2015,69.84,0.7,0.01,0,0.09,0,0,0,9.83,3.7,0.17,0.01,0,.,0,0.03
Jan 2015,9,"Ohkay Owingeh",36.0618,-106.0761,"Cochiti Reach",1,2015,0,0.43,0.01,0.03,0,0,0,0,0.6,2.86,0.31,0,0,.,0,0.04
Jan 2015,10,"Diversion",35.1916189224,-106.643382687,"Angostura Reach",1,2015,10.85,0.79,6.39,0.02,2.16,0,0,0,5.8,20.38,0,0,0.08,.,0,0.2
Jan 2015,11,"Calabacillas",35.1946222612,-106.646350963,"Angostura Reach",1,2015,33,0.09,0.09,0,0.08,0,0,0,7.63,24.8,0.01,0,0.08,.,0,0.03
Jan 2015,12,"Minnow",35.1972256042,-106.644122231,"Angostura Reach",1,2015,35.55,0.02,1.08,0.01,0,0,0,0,6.91,15.78,0.09,0,0.02,.,0,0.01
Jan 2015,13,"Harrison",35.0150622305,-106.673722917,"Angostura Reach",1,2015,12.78,0.79,4.38,0,0.09,0.02,0,0,3.62,2.08,0,6.15,0.54,.,0,0.9
Jan 2015,14,"Sevilleta",34.2586573236,-106.883372761,"San Acacia Reach",1,2015,6.4,0,0.56,2.42,0,0,0,0,1.69,3.19,0.01,0,0,.,0,0
Jan 2015,15,"Valencia Cleared",34.6486505386211,-106.739180486447,"Isleta Reach",1,2015,3.31,0,0.01,0,0,0,0,0,0.62,0.12,0,0,0,.,0,0.16
Jan 2015,16,"Valencia Forest",34.6472147233729,-106.738922864063,"Isleta Reach",1,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Jan 2015,17,"Montano",35.1452628545,-106.680332705,"Angostura Reach",1,2015,15.92,0.15,2.16,0,0,0,0,0,9.05,48.25,0.01,0,0,.,0,0.16
Jan 2015,18,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Isleta Reach",1,2015,7.62,0.01,0,0.32,0,0,0.01,0,1.06,0.24,0,0,0,.,0,0
Jan 2015,19,"Reynolds Forest",34.6576114622675,-106.739436295579,"Isleta Reach",1,2015,11.09,0.01,0.17,1.61,0,0,0,0,2.51,2.56,3.03,0,0,.,0,0.4
Jan 2015,20,"Route 66",35.1006512603,-106.691932797,"Angostura Reach",1,2015,18.15,1.09,6.39,0.12,2.55,0,0,0,4.62,3.63,0.17,0,0.09,.,0,0.04
Jan 2015,21,"Badger",35.1955715759,-106.641632737,"Angostura Reach",1,2015,29,0.02,0.01,0.01,0.33,0,0,0,4.72,5.86,0.42,0,0,.,0,0.06
Jan 2015,22,"Bobcat",35.2010747789,-106.641162297,"Angostura Reach",1,2015,55.31,0.01,0.02,0.02,0.02,0.08,0,0,8.16,5.19,0,1.03,0,.,0,0.15
Jan 2015,23,"BioPark",35.0799846256,-106.669723455,"Angostura Reach",1,2015,43.93,0,0,0,0,0,0,0,5.85,0.19,0,0,0,.,0,0
Jan 2015,24,"Santo Domingo",35.50989,-106.3896,"Cochiti Reach",1,2015,9.77,0.23,0.01,0,0,0,0,0,1.47,0.88,0,0,0.01,.,0,0
Jan 2015,25,"Crawford",34.637561057629,-106.74347269011,"Isleta Reach",1,2015,0.48,0.46,0.02,0.11,0,0,0,0,0.38,0.04,0,0,0,.,0,0
Jan 2015,26,"Mesilla",32.248328,-106.821014,"South of San Marcial Reach",1,2015,0,0,0,0,0,0,0,0,1.34,0,0,0,0,.,0,0
Jan 2015,27,"Bosque Farm",34.8477697505695,-106.714997116643,"Isleta Reach",1,2015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Jan 2015,28,"Valle de Oro",34.9797688406,-106.680112434,"Angostura Reach",1,2015,0,0,0,0,0,0,0,0,0.62,0,0,0,0,.,0,0
Jan 2015,29,"Albuquerque Overbank Project",35.0452081969,-106.665732215,"Angostura Reach",1,2015,0.18,1.46,1.02,0,0.39,0,0,0,1.49,1.47,0,0.08,4.69,.,0,0.69
Jan 2015,30,"State Land Office",34.9679188689,-106.685667747,"Angostura Reach",1,2015,84,0.16,0,0.01,0.01,0,0,0,12.38,0.72,0.09,0,0.01,.,0,0.69
Feb 2015,1,"Alameda",35.1880598884,-106.646949118,"Angostura Reach",2,2015,31.77,0.16,0.01,0.01,1.64,0,0.96,0,7.7,13.08,0.56,0,0,.,0,1.33
Feb 2015,2,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Angostura Reach",2,2015,11.09,0,0,0,0,0,0,0,1.59,0.02,0,0,0,.,0,0.03
Feb 2015,3,"Los Lunas",34.8123850767529,-106.714471968474,"Isleta Reach",2,2015,12.15,0,0.02,0,0.02,0.01,0,0,1.78,0.01,0,0,0.49,.,0,0.07
Feb 2015,4,"Belen",34.6481124155284,-106.737727748983,"Isleta Reach",2,2015,3.62,0,0.19,0,0,0,0,0,0.58,0.17,0,0,0,.,0,0
Feb 2015,5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2,2015,5.39,0,0,0,0,0,0,0,0.75,0.34,0,0,0,.,0,0
Feb 2015,6,"Savannah",35.1428674147,-106.681982289,"Angostura Reach",2,2015,3,0.01,0.72,0.19,0.08,0,0.01,0,0.89,1.86,0.01,0,0,.,0,0.02
Feb 2015,7,"Lemitar",34.1670457032,-106.889953039,"San Acacia Reach",2,2015,0.02,0,0.01,0.1,0,0,0,0,0.1,0.25,0.01,0,0,.,0,0
Feb 2015,8,"Hispanic Cultural Center",35.0688083802,-106.65807622,"Angostura Reach",2,2015,13.08,0.01,0.01,0,0,0,0,0,1.96,0.04,0.03,0,0,.,0,0.01
Feb 2015,9,"Ohkay Owingeh",36.0618,-106.0761,"Cochiti Reach",2,2015,0,0.02,0,0,0,0.01,0,0.02,0.32,0.16,0,0,0,.,0,0
Feb 2015,10,"Diversion",35.1916189224,-106.643382687,"Angostura Reach",2,2015,7.02,0.02,1.17,0.05,2.48,0,0,0,5.46,25.47,0.16,0,1.24,.,0,0.35
