"Date ym","Site number","Site name","Latitude","Longitude","Reaches","Month","Year","monthly cottonwood leaf litterfall g m2","monthly willow leaf litterfall g m2","monthly russian olive leaf litterfall g m2","monthly saltcedar leaf litterfall g m2","monthly elm leaf litterfall g m2","monthly seep willow leaf litterfall g m2","monthly new mexico olive leaf litterfall g m2","monthly indigo bush leaf litterfall g m2","monthly total litterfall g m2","monthly woodfall g m2","monthly cottonwood reproductive litterfall g m2","monthly willow reproductive litterfall g m2","monthly russian olive reproductive litterfall g m2","monthly elm reproductive litterfall g m2","monthly saltcedar reproductive litterfall g m2","monthly total reproductive litterfall g m2"
Jul 2006,8,"Hispanic Cultural Center",35.0688083802,-106.65807622,"Angostura Reach",7,2006,6.16,0,0,0,0,0,0,0,7.8,26.69,.,.,.,.,.,3.51
Jul 2006,9,"Ohkay Owingeh",36.0618,-106.0761,"Cochiti Reach",7,2006,1.45,0,0,0,0,0,0,0,1.59,2.57,.,.,.,.,.,0.97
Jul 2006,10,"Diversion",35.1916189224,-106.643382687,"Angostura Reach",7,2006,1.21,0.03,0,0.02,0.01,0,0.27,0,6.18,37.98,.,.,.,.,.,0.96
Jul 2006,11,"Calabacillas",35.1946222612,-106.646350963,"Angostura Reach",7,2006,18.62,0.01,0.02,0.01,0.15,0,0.02,0,4.89,5.92,.,.,.,.,.,1.36
Jul 2006,13,"Harrison",35.0150622305,-106.673722917,"Angostura Reach",7,2006,0.4,1.1,0.33,0.01,0,0,0,0,0.96,0.03,.,.,.,.,.,0.65
Jul 2006,14,"Sevilleta",34.2586573236,-106.883372761,"San Acacia Reach",7,2006,0.19,0,1.31,0.63,0,0,0,0,0.4,0.09,.,.,.,.,.,0.06
Jul 2006,15,"Valencia Cleared",34.6486505386211,-106.739180486447,"Isleta Reach",7,2006,0.58,0.09,0.78,0.02,0,0,0,0,1.71,5.79,.,.,.,.,.,0.69
Jul 2006,16,"Valencia Forest",34.6472147233729,-106.738922864063,"Isleta Reach",7,2006,2.02,0,2.72,2.62,0,0,0,0,3.51,1.94,.,.,.,.,.,2.24
Jul 2006,17,"Montano",35.1452628545,-106.680332705,"Angostura Reach",7,2006,0.46,0.23,0.01,0,0,0,0,0,4.69,23.09,.,.,.,.,.,0.44
Jul 2006,18,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Isleta Reach",7,2006,4.25,0,0,0.03,0,0,0,0,2.03,7.46,.,.,.,.,.,0.46
Jul 2006,19,"Reynolds Forest",34.6576114622675,-106.739436295579,"Isleta Reach",7,2006,3.39,0.16,0.1,0.5,0,0,0,0,3.25,2.62,.,.,.,.,.,2.34
Jul 2006,20,"Route 66",35.1006512603,-106.691932797,"Angostura Reach",7,2006,2.18,0.01,1.09,0.02,0.49,0,0,0,2.86,4.64,.,.,.,.,.,1.61
Aug 2006,1,"Alameda",35.1880598884,-106.646949118,"Angostura Reach",8,2006,1.71,0,0.01,0,0,0.01,10.86,0,6.57,33.09,.,.,.,.,.,0.62
Aug 2006,2,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Angostura Reach",8,2006,0.4,0,0,0,0,0,0,0,0.25,0.78,.,.,.,.,.,0.07
Aug 2006,3,"Los Lunas",34.8123850767529,-106.714471968474,"Isleta Reach",8,2006,3.95,0.43,0.25,0,0.01,0.01,0,0,1.4,4.7,.,.,.,.,.,0.1
Aug 2006,4,"Belen",34.6481124155284,-106.737727748983,"Isleta Reach",8,2006,0.79,0.27,4.72,0,0,0,0,0,1.97,1.35,.,.,.,.,.,0.99
Aug 2006,5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",8,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Aug 2006,6,"Savannah",35.1428674147,-106.681982289,"Angostura Reach",8,2006,1.15,0.09,5.55,16.23,0,0,0,0,8.54,41.01,.,.,.,.,.,0.09
Aug 2006,7,"Lemitar",34.1670457032,-106.889953039,"San Acacia Reach",8,2006,0.01,0,0.01,0.02,0,0,0,0,0.03,0.17,.,.,.,.,.,0
Aug 2006,8,"Hispanic Cultural Center",35.0688083802,-106.65807622,"Angostura Reach",8,2006,16.38,0,0,0,0.31,0,0,0,4.82,18,.,.,.,.,.,0.14
Aug 2006,9,"Ohkay Owingeh",36.0618,-106.0761,"Cochiti Reach",8,2006,1.32,2.62,0,0,0,0,0,0,1.82,2.77,.,.,.,.,.,0.59
Aug 2006,10,"Diversion",35.1916189224,-106.643382687,"Angostura Reach",8,2006,0.85,0.15,0.01,0,0.08,0,0,0,1.18,6.78,.,.,.,.,.,0.1
Aug 2006,11,"Calabacillas",35.1946222612,-106.646350963,"Angostura Reach",8,2006,1.18,0,0.15,0,0,0,0,0,0.64,0.56,.,.,.,.,.,0.09
Aug 2006,13,"Harrison",35.0150622305,-106.673722917,"Angostura Reach",8,2006,0.02,3.33,0.87,0.02,0,0,0,0,0.7,0.19,.,.,.,.,.,0.04
Aug 2006,14,"Sevilleta",34.2586573236,-106.883372761,"San Acacia Reach",8,2006,2.91,0.01,1.39,0.54,0,0,0,0,1.02,1.92,.,.,.,.,.,0.01
Aug 2006,15,"Valencia Cleared",34.6486505386211,-106.739180486447,"Isleta Reach",8,2006,0.79,0.02,0.01,1.08,0,0,0,0.01,1.8,10.48,.,.,.,.,.,0.04
Aug 2006,16,"Valencia Forest",34.6472147233729,-106.738922864063,"Isleta Reach",8,2006,1.16,0.01,4.55,6.93,0,0,0,0,4.89,20.55,.,.,.,.,.,0.47
Aug 2006,17,"Montano",35.1452628545,-106.680332705,"Angostura Reach",8,2006,0,0.46,1.77,0,0.01,0,0,0,14.33,103.08,.,.,.,.,.,0.03
Aug 2006,18,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Isleta Reach",8,2006,1.17,0,0.01,4.02,0,0,0,0,1.37,0.16,.,.,.,.,.,0.64
Aug 2006,19,"Reynolds Forest",34.6576114622675,-106.739436295579,"Isleta Reach",8,2006,5.46,0.1,0.17,2.95,0,0,0,0,7.63,47.08,.,.,.,.,.,0.25
Aug 2006,20,"Route 66",35.1006512603,-106.691932797,"Angostura Reach",8,2006,0.79,0.63,0.01,0.02,1.12,0,0.17,0,0.86,0.79,.,.,.,.,.,0.21
Sep 2006,1,"Alameda",35.1880598884,-106.646949118,"Angostura Reach",9,2006,1.7,0.18,0,0,0.01,0,7.42,0,11.13,73.89,.,.,.,.,.,0.12
Sep 2006,2,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Angostura Reach",9,2006,1.47,0,0,0.01,0,0,0,0,0.25,0.24,.,.,.,.,.,0
Sep 2006,3,"Los Lunas",34.8123850767529,-106.714471968474,"Isleta Reach",9,2006,7.31,3.48,0.48,0,0.01,0,0,0,1.75,0.24,.,.,.,.,.,0.16
Sep 2006,4,"Belen",34.6481124155284,-106.737727748983,"Isleta Reach",9,2006,12.92,1.72,8.08,0,0,0,0,0,3.82,0.8,.,.,.,.,.,0.71
Sep 2006,5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",9,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Sep 2006,6,"Savannah",35.1428674147,-106.681982289,"Angostura Reach",9,2006,1.55,0,6.4,0.01,0,0,0,0,2.12,2.16,.,.,.,.,.,0.05
Sep 2006,7,"Lemitar",34.1670457032,-106.889953039,"San Acacia Reach",9,2006,0,0.01,0,0.03,0,0,0,0,2.75,20.55,.,.,.,.,.,0.04
Sep 2006,8,"Hispanic Cultural Center",35.0688083802,-106.65807622,"Angostura Reach",9,2006,7.22,0.01,0,0,0,0,0,0,1.34,2.02,.,.,.,.,.,0.06
Sep 2006,9,"Ohkay Owingeh",36.0618,-106.0761,"Cochiti Reach",9,2006,2.66,5.04,0.09,0,0,0,0,0,3.4,8.8,.,.,.,.,.,0.1
Sep 2006,10,"Diversion",35.1916189224,-106.643382687,"Angostura Reach",9,2006,0.18,0.78,0,0.03,0.43,0,1.37,0,6.02,40.18,.,.,.,.,.,0.27
Sep 2006,11,"Calabacillas",35.1946222612,-106.646350963,"Angostura Reach",9,2006,1.41,0.09,0.31,0,1.32,0,0.01,0,1.36,6.33,.,.,.,.,.,0.02
Sep 2006,13,"Harrison",35.0150622305,-106.673722917,"Angostura Reach",9,2006,0.17,4.71,0.04,0.01,0.32,0.01,0,0,0.84,0.34,.,.,.,.,.,0
Sep 2006,14,"Sevilleta",34.2586573236,-106.883372761,"San Acacia Reach",9,2006,5.39,0.01,6.15,1.25,0,0,0,0,2.08,2.08,.,.,.,.,.,0.12
Sep 2006,15,"Valencia Cleared",34.6486505386211,-106.739180486447,"Isleta Reach",9,2006,1.08,0.17,0.08,0,0,0,0,0,1.22,3.47,.,.,.,.,.,0.27
Sep 2006,16,"Valencia Forest",34.6472147233729,-106.738922864063,"Isleta Reach",9,2006,4.24,0.02,3.26,3.17,0,0,0,0,2.17,2.02,.,.,.,.,.,0.32
Sep 2006,17,"Montano",35.1452628545,-106.680332705,"Angostura Reach",9,2006,0.46,0,3.78,0,0,0,0,0,5.4,10.32,.,.,.,.,.,0.05
Sep 2006,18,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Isleta Reach",9,2006,0.8,0.02,0.01,0.63,0,0,0,0,0.31,0.64,.,.,.,.,.,0.02
Sep 2006,19,"Reynolds Forest",34.6576114622675,-106.739436295579,"Isleta Reach",9,2006,4.08,3.47,0.02,2.09,0,0,0,0,1.93,4.03,.,.,.,.,.,0.08
Sep 2006,20,"Route 66",35.1006512603,-106.691932797,"Angostura Reach",9,2006,1.32,1.15,0,0.15,1.55,0,0,0,2.59,14.96,.,.,.,.,.,0
Oct 2006,1,"Alameda",35.1880598884,-106.646949118,"Angostura Reach",10,2006,37.46,0.16,0,0,0.02,0.15,18.93,0,8.13,5.19,.,.,.,.,.,0.05
Oct 2006,2,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Angostura Reach",10,2006,38.54,0.02,0,0.01,0,0,0,0,6.06,6.63,.,.,.,.,.,0.05
Oct 2006,3,"Los Lunas",34.8123850767529,-106.714471968474,"Isleta Reach",10,2006,66.92,7.39,2.02,0,0.86,0,0.09,0.09,11.98,9.42,.,.,.,.,.,0.03
Oct 2006,4,"Belen",34.6481124155284,-106.737727748983,"Isleta Reach",10,2006,68.64,3.61,21.31,0,0,0,0,0,13.1,0.8,.,.,.,.,.,0.7
Oct 2006,5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",10,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Oct 2006,6,"Savannah",35.1428674147,-106.681982289,"Angostura Reach",10,2006,11.01,6.08,3.25,0.01,0,0,0.69,0,4.21,0.64,.,.,.,.,.,0.01
Oct 2006,7,"Lemitar",34.1670457032,-106.889953039,"San Acacia Reach",10,2006,1.32,0,0,7.12,0,0,0,0,1.7,3.88,.,.,.,.,.,0.06
Oct 2006,8,"Hispanic Cultural Center",35.0688083802,-106.65807622,"Angostura Reach",10,2006,24.62,0.09,0,0,0,0,0,0,4.88,10.1,.,.,.,.,.,0.12
Oct 2006,9,"Ohkay Owingeh",36.0618,-106.0761,"Cochiti Reach",10,2006,39.23,6.31,0.15,0,0,0,0,0,7.54,6.08,.,.,.,.,.,0.07
Oct 2006,10,"Diversion",35.1916189224,-106.643382687,"Angostura Reach",10,2006,28.05,3.77,0,0.18,8.97,0,4.28,0,7.36,8.21,.,.,.,.,.,0
Oct 2006,11,"Calabacillas",35.1946222612,-106.646350963,"Angostura Reach",10,2006,19.58,1.11,0,0,0.43,0,6.07,0,3.9,2.15,.,.,.,.,.,0.08
Oct 2006,13,"Harrison",35.0150622305,-106.673722917,"Angostura Reach",10,2006,7.31,18.4,1.49,0.65,0.02,0,0,0,4.03,2.1,.,.,.,.,.,0.01
Oct 2006,14,"Sevilleta",34.2586573236,-106.883372761,"San Acacia Reach",10,2006,66.93,0.85,30.62,22.49,0,0,0,0.24,16.77,5.86,.,.,.,.,.,0.15
Oct 2006,15,"Valencia Cleared",34.6486505386211,-106.739180486447,"Isleta Reach",10,2006,7.26,4.09,3.41,0.01,0,0,0,0,3.23,0.06,.,.,.,.,.,0.43
Oct 2006,16,"Valencia Forest",34.6472147233729,-106.738922864063,"Isleta Reach",10,2006,18.77,0.25,9.79,10.47,0,0,0,0,5.45,0.73,.,.,.,.,.,0.11
Oct 2006,17,"Montano",35.1452628545,-106.680332705,"Angostura Reach",10,2006,1.98,0,0,0,0,0,1.03,0,1.02,3.51,.,.,.,.,.,0.01
Oct 2006,18,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Isleta Reach",10,2006,22.69,0.01,0.01,0.17,0,0,0,0,3.39,2.61,.,.,.,.,.,0
Oct 2006,19,"Reynolds Forest",34.6576114622675,-106.739436295579,"Isleta Reach",10,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Oct 2006,20,"Route 66",35.1006512603,-106.691932797,"Angostura Reach",10,2006,8.93,1.87,0.93,0.01,4.39,0,0,0,2.87,0.72,.,.,.,.,.,0.05
Oct 2006,22,"Bobcat",35.2010747789,-106.641162297,"Angostura Reach",10,2006,45.31,0.95,0,0,0,0,0,1.08,7.05,5.62,.,.,.,.,.,0.03
Nov 2006,1,"Alameda",35.1880598884,-106.646949118,"Angostura Reach",11,2006,76,0.02,0.16,1.49,7.71,0.62,3.79,0,12.98,5.47,.,.,.,.,.,0.39
Nov 2006,2,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Angostura Reach",11,2006,68.92,0,0,0,0,0,0,0,9.73,5.31,.,.,.,.,.,0.01
Nov 2006,3,"Los Lunas",34.8123850767529,-106.714471968474,"Isleta Reach",11,2006,51.07,11.31,3.93,0,10,0,0,0,11.34,2.18,.,.,.,.,.,0.15
Nov 2006,4,"Belen",34.6481124155284,-106.737727748983,"Isleta Reach",11,2006,79.24,1.42,27.25,0,0,0,0,0,16.11,1.41,.,.,.,.,.,1.69
Nov 2006,5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",11,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Nov 2006,6,"Savannah",35.1428674147,-106.681982289,"Angostura Reach",11,2006,26.08,6.54,7.31,18.09,0,0,0,0,9.89,9.32,.,.,.,.,.,0
Nov 2006,7,"Lemitar",34.1670457032,-106.889953039,"San Acacia Reach",11,2006,18.23,0,0,9.11,0,0,0,0,3.62,0.26,.,.,.,.,.,0.01
Nov 2006,8,"Hispanic Cultural Center",35.0688083802,-106.65807622,"Angostura Reach",11,2006,130.34,14.8,0,0,21.89,0,0,0,24.07,10.27,.,.,.,.,.,0.08
Nov 2006,9,"Ohkay Owingeh",36.0618,-106.0761,"Cochiti Reach",11,2006,32.31,4.08,1.01,0,0.23,0,0,0,6.11,4.02,.,.,.,.,.,0.26
Nov 2006,10,"Diversion",35.1916189224,-106.643382687,"Angostura Reach",11,2006,12.41,3.36,3.26,0.7,20.6,0.01,0.01,0,5.62,1.81,.,.,.,.,.,0.02
Nov 2006,11,"Calabacillas",35.1946222612,-106.646350963,"Angostura Reach",11,2006,104.7,4.86,0.02,0,4.54,0,7.32,0,16.91,7.32,.,.,.,.,.,0.01
Nov 2006,12,"Minnow",35.1972256042,-106.644122231,"Angostura Reach",11,2006,133,3.56,0.72,0,0.16,0,0,0.02,24.69,43.7,.,.,.,.,.,0.03
Nov 2006,13,"Harrison",35.0150622305,-106.673722917,"Angostura Reach",11,2006,8.23,58.69,0,2.7,0,0,0,0,9.35,0.7,.,.,.,.,.,0.11
Nov 2006,14,"Sevilleta",34.2586573236,-106.883372761,"San Acacia Reach",11,2006,80.68,2.06,30.34,11.66,0,0,0,0.35,17,3.46,.,.,.,.,.,0.12
Nov 2006,15,"Valencia Cleared",34.6486505386211,-106.739180486447,"Isleta Reach",11,2006,65.47,5.65,11.46,8.32,0,0,0,0,14.14,10.36,.,.,.,.,.,0.27
Nov 2006,16,"Valencia Forest",34.6472147233729,-106.738922864063,"Isleta Reach",11,2006,111.92,0.17,11.48,102.39,0,0,0,0,30.82,8.09,.,.,.,.,.,0.07
Nov 2006,17,"Montano",35.1452628545,-106.680332705,"Angostura Reach",11,2006,13.77,0,3.32,1.18,0.01,0.31,0,0,5.53,20.88,.,.,.,.,.,0.33
Nov 2006,18,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Isleta Reach",11,2006,116.92,0.61,0.01,0.6,0,0,0,0,17.3,3.09,.,.,.,.,.,0.69
Nov 2006,19,"Reynolds Forest",34.6576114622675,-106.739436295579,"Isleta Reach",11,2006,138.39,2.49,5.71,89.63,0,0,0,0,32.23,8.47,.,.,.,.,.,0.01
Nov 2006,20,"Route 66",35.1006512603,-106.691932797,"Angostura Reach",11,2006,42.08,13.39,8.54,3.01,33.46,0,0,0,15.68,7.39,.,.,.,.,.,0.01
Nov 2006,21,"Badger",35.1955715759,-106.641632737,"Angostura Reach",11,2006,78.23,3.08,27.31,0,0,0,3.46,0,15.43,4.32,.,.,.,.,.,0.04
Nov 2006,22,"Bobcat",35.2010747789,-106.641162297,"Angostura Reach",11,2006,112.82,6.33,0,0,0.02,0,0,0,27.29,85.3,.,.,.,.,.,0
Dec 2006,1,"Alameda",35.1880598884,-106.646949118,"Angostura Reach",12,2006,6.94,0,0,0.02,0.39,0.01,0,0,1.9,5.12,.,.,.,.,.,0.26
Dec 2006,2,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Angostura Reach",12,2006,7.47,0,0,0,0,0,0,0,1.05,0.02,.,.,.,.,.,0.07
Dec 2006,3,"Los Lunas",34.8123850767529,-106.714471968474,"Isleta Reach",12,2006,7.27,0.89,2.16,0,0.01,0.01,0,0,1.53,0.39,.,.,.,.,.,0
Dec 2006,4,"Belen",34.6481124155284,-106.737727748983,"Isleta Reach",12,2006,1.01,0,6.24,0,0,0.18,0,0,1.29,0.62,.,.,.,.,.,0.18
Dec 2006,5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",12,2006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Dec 2006,6,"Savannah",35.1428674147,-106.681982289,"Angostura Reach",12,2006,8.96,1.52,1.05,0.37,0,0,0,0,4.54,14.83,.,.,.,.,.,0
Dec 2006,7,"Lemitar",34.1670457032,-106.889953039,"San Acacia Reach",12,2006,1.01,0,0,1.2,0,0,0,0,0.3,0.02,.,.,.,.,.,0
Dec 2006,8,"Hispanic Cultural Center",35.0688083802,-106.65807622,"Angostura Reach",12,2006,100.29,4.44,0.01,0,37.69,0,0.1,0,18.8,1.06,.,.,.,.,.,0
Dec 2006,9,"Ohkay Owingeh",36.0618,-106.0761,"Cochiti Reach",12,2006,0.62,0.15,0.16,0,0,0,0,0,2.9,4.17,.,.,.,.,.,0
Dec 2006,10,"Diversion",35.1916189224,-106.643382687,"Angostura Reach",12,2006,5.48,0.11,0.87,1.05,0.68,0,0.01,0,4.68,27.44,.,.,.,.,.,0
Dec 2006,11,"Calabacillas",35.1946222612,-106.646350963,"Angostura Reach",12,2006,22,0.02,0,0.02,10.15,0.01,0.31,0,4.85,3.48,.,.,.,.,.,0.05
Dec 2006,12,"Minnow",35.1972256042,-106.644122231,"Angostura Reach",12,2006,15.54,0.42,0.48,0,0,0,0,0,2.28,0.47,.,.,.,.,.,0
Dec 2006,13,"Harrison",35.0150622305,-106.673722917,"Angostura Reach",12,2006,0.55,2.96,2.1,0,0.01,0.15,0,0,0.88,0.25,.,.,.,.,.,0.02
Dec 2006,14,"Sevilleta",34.2586573236,-106.883372761,"San Acacia Reach",12,2006,4.91,0.21,3.37,0.04,0,0,0,0,1.25,0.4,.,.,.,.,.,0
Dec 2006,15,"Valencia Cleared",34.6486505386211,-106.739180486447,"Isleta Reach",12,2006,3.32,0.25,2.39,0.02,0,0,0,0,1.01,0.26,.,.,.,.,.,0.1
Dec 2006,16,"Valencia Forest",34.6472147233729,-106.738922864063,"Isleta Reach",12,2006,4.31,0.01,5.02,20.02,0,0,0,0,4.19,1.79,.,.,.,.,.,0.01
Dec 2006,17,"Montano",35.1452628545,-106.680332705,"Angostura Reach",12,2006,3.62,1.54,0.01,0,0,0,0,0,2.31,12.08,.,.,.,.,.,0.07
Dec 2006,18,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Isleta Reach",12,2006,4.62,0.15,0,0.55,0,0,0,0,0.76,0.39,.,.,.,.,.,0
Dec 2006,19,"Reynolds Forest",34.6576114622675,-106.739436295579,"Isleta Reach",12,2006,11,0,1.79,11.46,0,0.01,0,0,3.21,0.24,.,.,.,.,.,0.02
Dec 2006,20,"Route 66",35.1006512603,-106.691932797,"Angostura Reach",12,2006,9.77,3.08,1.92,0.01,2.32,0,0,0,2.5,0.7,.,.,.,.,.,0
Dec 2006,21,"Badger",35.1955715759,-106.641632737,"Angostura Reach",12,2006,10.85,1.02,0,0,0,0.54,0.08,0,1.66,0.26,.,.,.,.,.,0
Dec 2006,22,"Bobcat",35.2010747789,-106.641162297,"Angostura Reach",12,2006,20.39,0.64,0.02,0,0.08,0,0.39,0,2.99,0.63,.,.,.,.,.,0.02
Jan 2007,1,"Alameda",35.1880598884,-106.646949118,"Angostura Reach",1,2007,21.15,0,0.01,0,0,0,0,0,6.06,24.23,.,.,.,.,.,0.15
Jan 2007,2,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Angostura Reach",1,2007,7.39,0,0,0,0,0,0,0,1.83,6.48,.,.,.,.,.,0
Jan 2007,3,"Los Lunas",34.8123850767529,-106.714471968474,"Isleta Reach",1,2007,27.61,0.89,1.57,0,0,0,0,0,14.11,77.26,.,.,.,.,.,0.02
Jan 2007,4,"Belen",34.6481124155284,-106.737727748983,"Isleta Reach",1,2007,6.08,0.47,2.32,0,0,0,0,0,1.51,1.33,.,.,.,.,.,0.16
Jan 2007,5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",1,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Jan 2007,6,"Savannah",35.1428674147,-106.681982289,"Angostura Reach",1,2007,9.62,0.02,3.62,0.08,0,0,0,0,2.47,2.26,.,.,.,.,.,0.17
Jan 2007,7,"Lemitar",34.1670457032,-106.889953039,"San Acacia Reach",1,2007,0.86,0,0,0.49,0,0,0,0,0.18,0,.,.,.,.,.,0
Jan 2007,8,"Hispanic Cultural Center",35.0688083802,-106.65807622,"Angostura Reach",1,2007,38.62,0.17,0,0,0.31,0,0,0,6.31,8.7,.,.,.,.,.,0.03
Jan 2007,9,"Ohkay Owingeh",36.0618,-106.0761,"Cochiti Reach",1,2007,0.71,1.39,0,0,0,0,0,0,1.42,1.54,.,.,.,.,.,0.06
Jan 2007,10,"Diversion",35.1916189224,-106.643382687,"Angostura Reach",1,2007,16.13,0.95,0.15,0.02,0,0,1.56,0,3.14,4.3,.,.,.,.,.,0.04
Jan 2007,11,"Calabacillas",35.1946222612,-106.646350963,"Angostura Reach",1,2007,38.23,0.25,0.09,0.01,0,0,0,0,7.1,12.56,.,.,.,.,.,0.1
Jan 2007,12,"Minnow",35.1972256042,-106.644122231,"Angostura Reach",1,2007,31.08,0,2,0,0,0.02,0,0,5.36,7.49,.,.,.,.,.,0.01
Jan 2007,13,"Harrison",35.0150622305,-106.673722917,"Angostura Reach",1,2007,1.01,4.19,1.11,1.31,0,0.39,0,0,1.16,0.33,.,.,.,.,.,0.03
Jan 2007,14,"Sevilleta",34.2586573236,-106.883372761,"San Acacia Reach",1,2007,10.17,0.44,0.63,0.27,0,0,0,0,2.03,2.69,.,.,.,.,.,0.04
Jan 2007,15,"Valencia Cleared",34.6486505386211,-106.739180486447,"Isleta Reach",1,2007,5.62,0.48,0.63,0.02,0,0,0,0,1.36,3.34,.,.,.,.,.,0
Jan 2007,16,"Valencia Forest",34.6472147233729,-106.738922864063,"Isleta Reach",1,2007,8.98,0,5.48,23.42,0,0,0,0,6.36,8.55,.,.,.,.,.,0.02
Jan 2007,17,"Montano",35.1452628545,-106.680332705,"Angostura Reach",1,2007,3.23,0,0,0.01,0,0,0,0,0.62,0.32,.,.,.,.,.,0.01
Jan 2007,18,"Reynolds Cleared",34.6567454384498,-106.738602216398,"Isleta Reach",1,2007,8.24,0,0,0.87,0,0,0,0,1.54,0.01,.,.,.,.,.,0.1
Jan 2007,19,"Reynolds Forest",34.6576114622675,-106.739436295579,"Isleta Reach",1,2007,10.54,0.08,1.62,12.15,0,0,0,0,3.58,1.85,.,.,.,.,.,0.05
Jan 2007,20,"Route 66",35.1006512603,-106.691932797,"Angostura Reach",1,2007,13.92,1.77,0,0.01,0.16,0,0,0,2.43,0.87,.,.,.,.,.,0.03
Jan 2007,21,"Badger",35.1955715759,-106.641632737,"Angostura Reach",1,2007,55.38,0,0,0,0,0,0,0,11.77,33.92,.,.,.,.,.,0.09
Jan 2007,22,"Bobcat",35.2010747789,-106.641162297,"Angostura Reach",1,2007,57.54,0.83,0,0,0,0,0.55,0,13.23,37.94,.,.,.,.,.,0
Feb 2007,1,"Alameda",35.1880598884,-106.646949118,"Angostura Reach",2,2007,10.69,0,0,0,0,0,0,0,15.91,108.56,.,.,.,.,.,0.06
Feb 2007,2,"Rio Grande Nature Center",35.1267624154,-106.688450012,"Angostura Reach",2,2007,6.39,0,0,0,0,0,0,0,1.09,1.54,.,.,.,.,.,0.02
Feb 2007,3,"Los Lunas",34.8123850767529,-106.714471968474,"Isleta Reach",2,2007,14.27,0.02,0.03,0,0,0.01,0,0,2.1,1.46,.,.,.,.,.,0.01
Feb 2007,4,"Belen",34.6481124155284,-106.737727748983,"Isleta Reach",2,2007,1.29,0,0.03,0,0,0,0,0,0.29,0.03,.,.,.,.,.,0.07
Feb 2007,5,"Santa Ana",35.34284,-106.5458,"Angostura Reach",2,2007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Feb 2007,6,"Savannah",35.1428674147,-106.681982289,"Angostura Reach",2,2007,4.48,0.01,0.17,0.01,0,0,0,0.01,1.12,2.71,.,.,.,.,.,0.06
Feb 2007,7,"Lemitar",34.1670457032,-106.889953039,"San Acacia Reach",2,2007,0.15,0,0,0.03,0,0,0,0,0.04,0,.,.,.,.,.,0
Feb 2007,8,"Hispanic Cultural Center",35.0688083802,-106.65807622,"Angostura Reach",2,2007,23,0.09,0,0,0.15,0,0,0,5.28,14.01,.,.,.,.,.,0.25
Feb 2007,9,"Ohkay Owingeh",36.0618,-106.0761,"Cochiti Reach",2,2007,0.03,0,0,0,0,0,0,0,0.47,0.01,.,.,.,.,.,0.45
Feb 2007,10,"Diversion",35.1916189224,-106.643382687,"Angostura Reach",2,2007,20.01,0,0,0,3.76,0,0,0,6.99,27.1,.,.,.,.,.,0.03
Feb 2007,11,"Calabacillas",35.1946222612,-106.646350963,"Angostura Reach",2,2007,33.62,0.17,0,0.01,0.01,0,0.46,0,13.08,60.25,.,.,.,.,.,0.06
Feb 2007,12,"Minnow",35.1972256042,-106.644122231,"Angostura Reach",2,2007,6.78,0,0,0,0,0,0,0,0.91,0.28,.,.,.,.,.,0
Feb 2007,13,"Harrison",35.0150622305,-106.673722917,"Angostura Reach",2,2007,0.46,0.34,0.02,0,0,0.02,0,0,0.83,3.89,.,.,.,.,.,0.16
Feb 2007,14,"Sevilleta",34.2586573236,-106.883372761,"San Acacia Reach",2,2007,2.63,0.01,0.49,0.03,0,0,0,0,0.61,0.97,.,.,.,.,.,0.04
Feb 2007,15,"Valencia Cleared",34.6486505386211,-106.739180486447,"Isleta Reach",2,2007,2.79,0,0.1,0.01,0,0,0,0,0.58,0.42,.,.,.,.,.,0.09
Feb 2007,16,"Valencia Forest",34.6472147233729,-106.738922864063,"Isleta Reach",2,2007,3.4,0,0.28,3.33,0,0,0,0,1.34,1.56,.,.,.,.,.,0.17
