1020506,1020900,1020904,1021700,1021707,1023100,1024607,1024648,1024651,1025500,1025523,1040000,1090001,1111305,1111316,1111317,1111351,1111354,1111355,1190000,1420200,1750000,2020000,5011402,5011500,5011604,5011637,5012200,5012403,5012404,5012500,5014502,5020000,5020100,6020101,6020202,7010000,1000001,1020801,1024100,1024700,1025539,1060000,1111309,1111318,1160101,1220000,5010101,5011609,5011612,5012425,5012503,5030000,7030000
1,1,1,15,4,2,3,5,1,1,4,9,1,6,1,13,78,52,1,1,4,1,1,1,1,2,1,1,4,12,1,2,4,12,19,286,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,8,4,2,0,0,2,0,0,4,16,0,0,2,87,17,0,0,0,1,0,5,1,0,0,3,1,1,1,0,3,4,21,3,38,0,1,1,1,1,3,1,7,4,1,1,2,2,1,1,1,1,1
