Year,Site number,AMFR,ELAN,FOPUP,FORB,GAVI2,GRASS,MACA2,MEOF,MUAS,PAVI5,PODEW,RIAU,SAEX,ULPU,ACHY,ARPU9,CHGE2,ELEL5,ERAGR,GUSA2,JUMO,MACHA,PAOB,SATR12,SPCO4,SPCR,SPFL2,SPORO,TACH2,AMORP,AMPS,ANCA10,APCA,BASA,CAREX,ELYMU,EUOC4,LONIC,MOAL,SAGO,ARAN7,ASCLE,CIRSI,CIVU,DAGL,ELCA4,EQLA,EQUIS,LYAM,MINT,OEELH2,SOAR2,SPAI,SYFAC,SYMPH4,SETAR,BASC5,BRINI,COAR4,GLLE3,HEAN3,HECI,PASM,PHYSA,SELE6,SEVI4,SOEL,SPAN3,SPHAE,BOAR,BOBA2,DIWI2,IPLO,OEPA,OPPH,PANIC,PORTU,PSSC8,SEFL3,SPGI,COCA5,LASE,MEOL,RHTR,ATCA2,HOJU,ASLAH2,UNK,AIAL,ARFI2,ALIN,DALA3,MAPIP4,NAHI,POHA5,PSSC6,CHAMA15,MOSQ,ASSU2,JUBA,LATAP,SYER,SYPR5,TECAO,HELIA3,THIN6,ARAD/BOBA2,MOVE,BRCA6,CYDA,AGROS2,ALTR7,ASOF,CACA4,CADR,CHAL7,CHENO,CLCO2,CYPER,DISP,ECCR,ELPS,ELTR7,EUPHO,JUTO,LEOR,MESA,POCO,RONE,ROWO,SALIX,SOLID,TYLA,TYPHA,WC,CROTON,BRJA,RUMEX,YELAC,IPLO2,MENTZ,BASA4,FRAXINUS,ROPS,RUCR,SOCA6,ARDR4,BREUC2,GAMO5,PHHI8,RATA,PHAU7,PHCO,PRPU,SPSA3,LYTO,THPO7,CHSP11,ERDI4,LACTU,PYPA4,TECA3,DESCU,MARSI,SCPA8,SCPU10,FRVE2,AMBRO,AGGI2,CESP4,SONU2,XAST,DISP/MUAS,LELA2,AMAC2,CONYZ,CRTE4,DAWR2,MELIL,SONI,SOTR,ECMUM,STIPA,ERBE2,BOAR/BOBA2,SPCO4/SPGI,SPCR/SPWR2,CAPE42,JUNCU,OECU2,OENOT,SCAM6,SCTA2,NA,AMAR2,PIOP,DICOT,ERHY,ERPE,PACA6,POMO5,POVI9,SCHIZ4,ALMA12,POOL,AGOSE,CRYPT,TILA2,TRTE,AMARA,BOCU,BOGR2,BROMU,SCAR,SIIR,ELEOC,EPCI,LEMNA,POHI6,CYES,AMCO3,AMHY,EPHE,PEAN,MESA/MEOF,SARA3,VEBR,DALE3,GAURA,GRSQ,PASPA2,LYCIUM,MUAS/DISP,SHRUB,KAPA,PRLO,VETH,TRAGO,HESPE11,JUSC2,ERIGE2,SOAS,JUARL,SCHOE6,GAPU,OPUNT,ANDRO,SOLAN,CUAR,MARE11,CHVI4,ERICA,OPIM,SPGR2,SEED,ATMI2,CAUT,SAGIT,SCACO2,SONCH,BIFR,POPR,SCPH,XASP2,CHFR3,CHPR5,PHVI5,XANTH2,SPCR/SPFL2,ARTEM,CHIN2,HEPE,SYMPH,CHER2,POLA4,SOHA,PLJA,EPILO,MUTO2,DISA,HECU3,CHVI8,CYOD,ERPEM,GAURA/OENOT,LEFUF,PADI,HENE5,BOUTE,MUME2,ELPA3,CUFO,SUAED,GACO5,PSST7,MIGL,ASSP,CIAR4,PHAR3,DEIL,SAPA8,BICE,CAPR5,CLLI2,LYSA2,ARCA14,AMCO,ONAG,PADI16,PLANT,VEAN2,SAAM2,MAAQ2,CYIM2,BAHY,ARIST,BOERH2,DIWI5,MIRAB,PECTI,PHACE,ATCA,SISYM,MELIL/MESA,ECHIN,ECHIN4,EUDA5,AMBL,EUDE4,SAAB,TOAN,FUNGI1,PHHE4,BOTO2,BAMU,LYCOP4,OEELH,TYDO,UNID,AMPA,ARLU,CHLE4,ERACA,HEVI4,HITR,SCAR7,TAOF,ALGAE,SENEC,PHHE5,BOBA2/BOAR,GAPI,LINUM,MUHLE,RACO3,CHVE2,HYMEN4,OECO2,PASP,BOSP,EPWI2,MIGL3,GLTR,SARA3 ,EQAR,ERPEP2,FUNGI,ATARE,BAPT,CRTR5,MALE3,SEVE2,SUMO,TRDU,CARA2,CYES ,UDS,CLSE,MUPO2,SPWR2,LYPA,LINE,MILI3,FRAXI,BRTE,OESU3,ORPU2,ATRIP,TRPO2,PLLA,TRPR,CYGLO,ERCI,SPOB,SYLAH6,PHMA18,CHHI,PODO3,HENE3,BRASSI,MOSC,POHA2,ElEL5,AMFL,HOSU,SPFL3,DYPA,UMS,NYCTAG,BACCH,CYGL,MUME5,BIDEN,SCAC3,COCA6,RIAM,SPIFL,SPORP,CYSQ,CYSQ ,POLAN,ECPR,SAAM6,HYFL,COAM8,CYAT,PLMA2,POAB,PSCA11,CHAMA8,UGI,BOER4,MOCE,STPA4,ELCA5,CHSO,PEGR9
2005,10,1.73,14.98,3.4,0.17,0,0,0.37,28.8,1.23,11.44,47.35,0,18.38,11.38,0,0.38,0,0,0,1.16,0,0,0,0.11,0,0.09,0,0,12.27,0,0.17,0,0,0,0,0,0,0,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0.69,0,0,0,2.66,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,3.98,6.35,1.5,0.81,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,11,0.84,0.37,11.59,0,0,0.07,0,60.73,0,0,158.2,0.06,2.61,4.93,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,14.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,13,0,13,0.95,0.2,0,0.13,0,1.3,33.6,0,15.42,0,163.67,3.11,0,0,0,0,0,0,0,0,3.58,0,0.94,0,0,0.75,9.69,0,15.1,0,0.15,0,6.89,0,6.12,0,0,0,0,0,0,0,0,0.05,10.93,0,0,0,0,0,0.65,0,0.09,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.69,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,1.04,2.34,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,13.07,0,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,1.72,0,0,0,0,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.5,0.8,1.37,0.71,0.09,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,14,0,131.6,0.48,0,0,0.75,0,0,15.33,0,96.85,0,25.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,70.79,0,0.78,0.59,0,0,4.08,0.94,0,0,0,5.7,0,0,0,0,0,0.41,0.01,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0.87,0,0.22,3.93,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,15,0,40.8,0,0,0,0,0,0,33.14,0,26.02,0,0.65,0,0,0,0,0,0,0,0,0,0,15.04,0,0,0,0,7.08,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,16.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,16,0,87.59,0,0,0,0,0,0,77.14,0,97.55,0,0.04,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,112.31,0,0.71,86.21,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,19.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.62,0,0,0,11.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,17,0,28.77,0,0,0,0,8.41,8.29,0,1.4,34.6,1.11,0,0,1.24,0,0,0,0,0,0,0,0,41.78,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,12.02,0,0,0,42.18,5.29,0,0,3.68,0,0,0,0,0,1.65,2.39,0,0,0,0,0,0,0,0,0,0,0,0,3.58,1.01,0,0,0,0.95,0,0,8.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,18,0,4.64,0,0,0,0,0.1,2.88,0,0,81.9,0,0,0,0,0,0,0,0,0,0,0,0,2.84,0,0.89,0,0,5.49,0,0,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,14.84,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,19,0,63.4,0,0,0,0,0,0,0,0,172.95,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.38,0,0,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,20,0,24.14,0,0,0,0,1.08,8.87,0,0,64.36,0,44.72,44.71,0,0,0,0,0,0,0,0,0,10.15,0,0,0,0,2.83,0,0,0,0,0,0.08,0,0,0,14.85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,0,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1,1.63,3.48,157.06,0,0,0.21,0,0.28,0,7.21,183.71,0,1.3,2.3,0,0,0,0.44,0,0.11,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.66,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,5.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,1.91,0,0,0,0,1.34,0,8.09,0,0,161.29,0,0,0,4.18,0.81,0,105.97,0,12.41,0,0,2.06,4.66,1.06,15.95,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,32.44,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
