Year,Site number,Site name,Latitude,Longitude,Annual mean depth to groundwater cm,Lag of mean annual depth to groundwater
2004,7,Lemitar,34.167,-106.8899,-277.4708333333333,-279.6515151515152
2004,8,Hispanic Cultural Center,35.0688,-106.6581,-137.56166666666667,-144.06666666666666
2004,10,Diversion,35.1908,-106.6429,-214.25972222222225,-204.4840909090909
2004,11,Calabacillas,35.1906,-106.6492,-133.58416666666668,-135.54166666666666
2004,12,Minnow,35.1932,-106.6469,-138.6375,-139.06666666666666
2004,13,Harrison,35.0151,-106.6737,-124.33333333333333,-118.26666666666667
2004,14,Sevilleta,34.2583,-106.8832,-150.375,-161
2004,15,Valencia Cleared,34.6486,-106.7392,-93.89166666666667,-109.01428571428572
2004,16,Valencia Forest,34.6472,-106.7385,-153.14166666666668,-167.49642857142857
2004,17,Montano,35.1453,-106.6804,-180.83333333333334,.
2004,18,Reynolds Cleared,34.6597,-106.7421,-124.05555555555556,.
2004,19,Reynolds Forest,34.6605,-106.743,-116.14444444444445,.
2004,20,Route 66,35.1006,-106.6915,-93,.
2005,1,Alameda,35.1875,-106.6459,-265.3363636363636,-277.42727272727274
2005,2,Rio Grande Nature Center,35.127,-106.6854,-203.74166666666667,-203.745
2005,3,Los Lunas,34.8124,-106.7145,-105.525,-142.3272727272727
2005,4,Belen,34.6484,-106.7377,-101.03818181818183,-115.25
2005,6,Savannah,35.1429,-106.682,-116.06166666666667,-128.06583333333333
2005,7,Lemitar,34.167,-106.8899,-266.5951388888889,-277.4708333333333
2005,8,Hispanic Cultural Center,35.0688,-106.6581,-124.4,-137.56166666666667
2005,10,Diversion,35.1908,-106.6429,-233.6256944444444,-214.25972222222225
2005,11,Calabacillas,35.1906,-106.6492,-126.714696969697,-133.58416666666668
2005,12,Minnow,35.1932,-106.6469,-146.74772727272727,-138.6375
2005,13,Harrison,35.0151,-106.6737,-105.11818181818182,-124.33333333333333
2005,14,Sevilleta,34.2583,-106.8832,-128.13333333333333,-150.375
2005,15,Valencia Cleared,34.6486,-106.7392,-80.34166666666667,-93.89166666666667
2005,16,Valencia Forest,34.6472,-106.7385,-137.17083333333332,-153.14166666666668
2005,17,Montano,35.1453,-106.6804,-171.33333333333334,-180.83333333333334
2005,18,Reynolds Cleared,34.6597,-106.7421,-108.175,-124.05555555555556
2005,19,Reynolds Forest,34.6605,-106.743,-102.41666666666667,-116.14444444444445
2005,20,Route 66,35.1006,-106.6915,-100.49090909090908,-93
2005,21,Badger,35.1956,-106.6402,-244.29166666666666,.
2005,22,Bobcat,35.1971,-106.6439,-130.36666666666667,.
2006,1,Alameda,35.1875,-106.6459,-277.07222222222225,-265.3363636363636
2006,2,Rio Grande Nature Center,35.127,-106.6854,-202.01666666666668,-203.74166666666667
2006,3,Los Lunas,34.8124,-106.7145,-125.43333333333334,-105.525
2006,4,Belen,34.6484,-106.7377,-121.98333333333333,-101.03818181818183
2006,6,Savannah,35.1429,-106.682,-127.78363636363636,-116.06166666666667
